VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE	row_duration_sec	duration_sec	word_count
0HjhaTfGAdE	0HjhaTfGAdE-5-rgb_front	0HjhaTfGAdE_3	0HjhaTfGAdE_3-5-rgb_front	14.46	22.46	A good parka is something to have and with that good parka you want to have a really good rough.	8.0	8.0	20
0HjhaTfGAdE	0HjhaTfGAdE-5-rgb_front	0HjhaTfGAdE_4	0HjhaTfGAdE_4-5-rgb_front	22.58	26.48	They make ruffs out of different animal hides.	3.900000000000002	3.900000000000002	8
0HrO1O6B2dg	0HrO1O6B2dg-5-rgb_front	0HrO1O6B2dg_1	0HrO1O6B2dg_1-5-rgb_front	1.12	8.7	I'm going to be using my assistant to help me out.	7.579999999999999	7.579999999999999	11
0HrO1O6B2dg	0HrO1O6B2dg-5-rgb_front	0HrO1O6B2dg_2	0HrO1O6B2dg_2-5-rgb_front	8.74	11.38	Now I'm going to be cutting out the garlic.	2.640000000000001	2.6400000000000006	9
0HrO1O6B2dg	0HrO1O6B2dg-5-rgb_front	0HrO1O6B2dg_7	0HrO1O6B2dg_7-5-rgb_front	96.74	99.21	So that is your one garlic clove.	2.469999999999999	2.469999999999999	7
0HxDpq1l4tk	0HxDpq1l4tk-5-rgb_front	0HxDpq1l4tk_5	0HxDpq1l4tk_5-5-rgb_front	77.74	83.23	It's pretty tight, you don't want that to fall out.	5.490000000000009	5.490000000000009	10
0HxDpq1l4tk	0HxDpq1l4tk-5-rgb_front	0HxDpq1l4tk_6	0HxDpq1l4tk_6-5-rgb_front	83.25	85.57	So I'm going to check it again.	2.319999999999993	2.319999999999993	7
0HxDpq1l4tk	0HxDpq1l4tk-5-rgb_front	0HxDpq1l4tk_7	0HxDpq1l4tk_7-5-rgb_front	85.68	88.32	Now that's pretty tight.	2.6399999999999864	2.6399999999999864	4
0I8jUk3Kc2w	0I8jUk3Kc2w-5-rgb_front	0I8jUk3Kc2w_7	0I8jUk3Kc2w_7-5-rgb_front	100.37	106.32	Another fun thing is to do actually cupcakes instead of a wedding cake.	5.949999999999989	5.949999999999989	13
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_10	0I9Ks-BPfDs_10-5-rgb_front	129.72	132.25	Our supply lines are hooked up.	2.530000000000001	2.530000000000001	6
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_11	0I9Ks-BPfDs_11-5-rgb_front	132.55	138.21	Our sink top has been glued to the top of the vanity.	5.659999999999997	5.659999999999997	12
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_12	0I9Ks-BPfDs_12-5-rgb_front	138.65	140.5	We have our faucet in place.	1.8499999999999943	1.8499999999999943	6
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_13	0I9Ks-BPfDs_13-5-rgb_front	141.36	142.81	We're ready for business.	1.4499999999999886	1.4499999999999886	4
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_15	0I9Ks-BPfDs_15-5-rgb_front	155.44	156.98	I think it's French.	1.539999999999992	1.539999999999992	4
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_18	0I9Ks-BPfDs_18-5-rgb_front	195.54	200.3	The only thing we have left to do here is to put our floor board in.	4.760000000000019	4.760000000000019	16
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_2	0I9Ks-BPfDs_2-5-rgb_front	26.15	32.8	And as long as there is water in here, that's where the gas is stopped, is right there.	6.649999999999999	6.649999999999999	18
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_4	0I9Ks-BPfDs_4-5-rgb_front	54.26	58.53	So we bought this extension piece to make up the difference here.	4.270000000000003	4.270000000000003	12
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_5	0I9Ks-BPfDs_5-5-rgb_front	58.77	64.2	So, let me see if I can get it in position here.	5.43	5.43	12
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_7	0I9Ks-BPfDs_7-5-rgb_front	88.13	89.68	So put the nut on.	1.5500000000000114	1.5500000000000114	5
0I9Ks-BPfDs	0I9Ks-BPfDs-5-rgb_front	0I9Ks-BPfDs_8	0I9Ks-BPfDs_8-5-rgb_front	90.13	94.27	Most of these fittings can just be hand tightened.	4.140000000000001	4.140000000000001	9
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_0	0ICZi26jdaQ_0-5-rgb_front	0.09	6.16	Some of the tools we use as a police officer, the main one is the computer.	6.07	6.07	16
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_12	0ICZi26jdaQ_12-5-rgb_front	132.58	135.99	Make sure we can pass the qualification.	3.4099999999999966	3.4099999999999966	7
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_13	0ICZi26jdaQ_13-5-rgb_front	136.19	144.17	If we can't then there is some problems and they need to work on that are, we can't be a police officers.	7.97999999999999	7.97999999999999	22
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_14	0ICZi26jdaQ_14-5-rgb_front	146.01	150.74	And so with the tasers you need to know, that's a great tool.	4.730000000000018	4.730000000000018	13
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_17	0ICZi26jdaQ_17-5-rgb_front	173.35	181.29	And so those you need to be certified in, how to use them, the proper way to use them for liability.	7.939999999999998	7.939999999999998	21
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_19	0ICZi26jdaQ_19-5-rgb_front	198.24	205.24	As far as vehicles, tools we use, we have chargers.	7.0	7.0	10
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_2	0ICZi26jdaQ_2-5-rgb_front	15.18	23.12	We have to put in a little note whether it's, I unlocked the door to a car whatever it might be.	7.940000000000001	7.940000000000001	21
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_20	0ICZi26jdaQ_20-5-rgb_front	205.72	211.43	The Pleasant Grove Police Department and we have some explorers.	5.710000000000008	5.710000000000008	10
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_21	0ICZi26jdaQ_21-5-rgb_front	211.86	216.15	Those are great tools we have, also need to be certified with them.	4.289999999999992	4.289999999999992	13
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_26	0ICZi26jdaQ_26-5-rgb_front	268.34	274.02	And some of the officers love it.	5.680000000000007	5.680000000000007	7
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_27	0ICZi26jdaQ_27-5-rgb_front	274.16	281.69	And I'm not a big fan of it, I probably crash but anyway it's all up to the person.	7.529999999999973	7.529999999999973	19
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_28	0ICZi26jdaQ_28-5-rgb_front	283.67	289.07	The officer there, but anyway it's, the officers have a good time with the motors.	5.399999999999977	5.399999999999977	15
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_3	0ICZi26jdaQ_3-5-rgb_front	23.37	28.0	The computer is probably the number one thing we use all the time.	4.629999999999999	4.629999999999999	13
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_4	0ICZi26jdaQ_4-5-rgb_front	28.12	33.47	And so it's good to be proficient with the computer, know how to type.	5.349999999999998	5.349999999999998	14
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_5	0ICZi26jdaQ_5-5-rgb_front	33.79	40.8	And each department may have a program they used to write their reports on.	7.009999999999998	7.009999999999998	14
0ICZi26jdaQ	0ICZi26jdaQ-5-rgb_front	0ICZi26jdaQ_9	0ICZi26jdaQ_9-5-rgb_front	96.41	102.98	And so the computer is a great tool as far as trying to track down suspects or people of interest.	6.570000000000007	6.570000000000007	20
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_10	0IEzAXxCjO4_10-5-rgb_front	45.99	51.16	If it doesn't, we can try a couple different types of brands just to find out which works better for the person.	5.169999999999995	5.169999999999995	22
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_11	0IEzAXxCjO4_11-5-rgb_front	53.62	56.36	They're just muscle relaxants.	2.740000000000002	2.740000000000002	4
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_12	0IEzAXxCjO4_12-5-rgb_front	56.51	59.77	They're not the type that might be like prescription.	3.260000000000005	3.260000000000005	9
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_13	0IEzAXxCjO4_13-5-rgb_front	60.19	62.58	They don't knock a person out.	2.390000000000001	2.3900000000000006	6
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_14	0IEzAXxCjO4_14-5-rgb_front	62.66	64.97	They can still operate heavy equipment.	2.3100000000000023	2.3100000000000023	6
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_15	0IEzAXxCjO4_15-5-rgb_front	65.13	67.2	They can still do what they need to.	2.0700000000000074	2.0700000000000074	8
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_16	0IEzAXxCjO4_16-5-rgb_front	67.35	71.04	It just takes the edge off and calms their muscles down.	3.690000000000012	3.690000000000012	11
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_17	0IEzAXxCjO4_17-5-rgb_front	71.35	75.08	A lot of people use them as sleep aides, but they work very well.	3.730000000000004	3.730000000000004	14
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_18	0IEzAXxCjO4_18-5-rgb_front	75.18	79.16	There are also herbal anti- inflammatories.	3.9799999999999898	3.9799999999999898	6
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_4	0IEzAXxCjO4_4-5-rgb_front	20.5	24.28	Of course, we've got herbal muscle relaxants.	3.780000000000001	3.780000000000001	7
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_5	0IEzAXxCjO4_5-5-rgb_front	24.37	26.06	There's numerous types.	1.6899999999999975	1.6899999999999977	3
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_6	0IEzAXxCjO4_6-5-rgb_front	26.25	28.03	I've got a couple different types here.	1.7800000000000011	1.7800000000000011	7
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_8	0IEzAXxCjO4_8-5-rgb_front	41.12	44.33	I tell my patients you might try this brand.	3.210000000000001	3.210000000000001	9
0IEzAXxCjO4	0IEzAXxCjO4-5-rgb_front	0IEzAXxCjO4_9	0IEzAXxCjO4_9-5-rgb_front	44.51	45.87	If it works for you, great.	1.3599999999999994	1.3599999999999994	6
0IsoobG67PY	0IsoobG67PY-5-rgb_front	0IsoobG67PY_5	0IsoobG67PY_5-5-rgb_front	69.32	75.37	Choosing the vegetables is as simple as a walk down to the supper market aisle.	6.050000000000011	6.050000000000011	15
0IsoobG67PY	0IsoobG67PY-5-rgb_front	0IsoobG67PY_6	0IsoobG67PY_6-5-rgb_front	75.64	80.76	Find the vegetable that you would like to eat and those are a good place to start.	5.1200000000000045	5.1200000000000045	17
0IsoobG67PY	0IsoobG67PY-5-rgb_front	0IsoobG67PY_7	0IsoobG67PY_7-5-rgb_front	80.81	84.35	Let's get started with our vegetable garden.	3.539999999999992	3.539999999999992	7
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_1	0J3KAGixLRo_1-5-rgb_front	1.12	3.51	What is a 720, you might ask?	2.39	2.3899999999999997	7
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_10	0J3KAGixLRo_10-5-rgb_front	69.21	71.83	That's what a 720 would be.	2.6200000000000045	2.6200000000000045	6
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_11	0J3KAGixLRo_11-5-rgb_front	72.18	79.34	It is very hard to actually hit a target but it'll take a lot of practice and a lot of timing.	7.159999999999997	7.159999999999997	21
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_2	0J3KAGixLRo_2-5-rgb_front	3.84	10.52	There's 2 types of 720s: there's a cheat 720 and a regular 720, okay?	6.68	6.68	14
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_4	0J3KAGixLRo_4-5-rgb_front	23.29	30.68	So one jump, 1 1/2 rotation, then to a kick, and then go all the way around into a punch.	7.390000000000001	7.390000000000001	20
0J3KAGixLRo	0J3KAGixLRo-5-rgb_front	0J3KAGixLRo_6	0J3KAGixLRo_6-5-rgb_front	41.49	45.04	So a regular 720 is off both legs and a cheat 720 is off one leg.	3.549999999999997	3.549999999999997	16
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_0	0JH35Eyysww_0-5-rgb_front	0.22	5.38	Alright, drink we're about to make is called Ponderosa.	5.16	5.16	9
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_1	0JH35Eyysww_1-5-rgb_front	5.52	8.89	Not only is a nice, classy restaurant with a fantastic salad bar, it's also a very good shot.	3.370000000000001	3.370000000000001	18
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_2	0JH35Eyysww_2-5-rgb_front	9.5	13.97	I'm going to server it up chilled, go ahead and put some ice in a glass.	4.470000000000001	4.470000000000001	16
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_3	0JH35Eyysww_3-5-rgb_front	14.34	21.56	And we'll measure out two ounces of grain alcohol, preferably a hundred and ninety proof.	7.219999999999999	7.219999999999999	15
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_4	0JH35Eyysww_4-5-rgb_front	21.97	23.74	There's one, and two.	1.7699999999999996	1.7699999999999996	4
0JH35Eyysww	0JH35Eyysww-5-rgb_front	0JH35Eyysww_5	0JH35Eyysww_5-5-rgb_front	24.95	30.57	And we'll follow that up with two ounces of orange soda.	5.620000000000001	5.620000000000001	11
0JLA3FdXedM	0JLA3FdXedM-5-rgb_front	0JLA3FdXedM_0	0JLA3FdXedM_0-5-rgb_front	0.15	2.05	Correcting the daily journal.	1.9	1.9	4
0JLA3FdXedM	0JLA3FdXedM-5-rgb_front	0JLA3FdXedM_10	0JLA3FdXedM_10-5-rgb_front	142.42	146.47	And that more reinforces in their mind the correct way to write things.	4.050000000000011	4.050000000000011	13
0JLA3FdXedM	0JLA3FdXedM-5-rgb_front	0JLA3FdXedM_8	0JLA3FdXedM_8-5-rgb_front	115.19	117.89	And that's how you can correct.	2.700000000000003	2.700000000000003	6
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_10	0JZYw74996E_10-5-rgb_front	61.29	65.15	You're going to do it in what they call a star pattern.	3.860000000000007	3.8600000000000065	12
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_11	0JZYw74996E_11-5-rgb_front	65.43	68.37	We're going to go from here to the farthest one away.	2.9399999999999977	2.9399999999999977	11
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_12	0JZYw74996E_12-5-rgb_front	68.64	72.76	Give her a little snug to the farthest one away.	4.1200000000000045	4.1200000000000045	10
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_13	0JZYw74996E_13-5-rgb_front	72.85	74.61	We only have one choice now.	1.7600000000000051	1.7600000000000051	6
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_14	0JZYw74996E_14-5-rgb_front	74.71	77.12	Here to the farthest one away.	2.410000000000011	2.410000000000011	6
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_15	0JZYw74996E_15-5-rgb_front	77.18	81.06	Here and to the farthest one away, here.	3.879999999999996	3.8799999999999955	8
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_16	0JZYw74996E_16-5-rgb_front	88.0	94.15	What that will do is ensure that the wheel is torched down flat and centered.	6.150000000000006	6.150000000000006	15
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_17	0JZYw74996E_17-5-rgb_front	94.42	97.61	That will eliminate any possible causes of vibration.	3.1899999999999977	3.1899999999999977	8
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_19	0JZYw74996E_19-5-rgb_front	116.73	123.82	You're going to want to let your jack creep down very slowly.	7.089999999999989	7.089999999999989	12
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_21	0JZYw74996E_21-5-rgb_front	135.62	141.8	Once the pressure is released from the jack, you can take and roll it out of the way.	6.180000000000007	6.180000000000007	18
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_22	0JZYw74996E_22-5-rgb_front	142.77	147.05	And that is the proper way to seat your wheel and let the vehicle down.	4.280000000000001	4.280000000000001	15
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_4	0JZYw74996E_4-5-rgb_front	36.03	40.01	It's going to be impossible to tark them being that the wheel free spins.	3.979999999999997	3.979999999999997	14
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_5	0JZYw74996E_5-5-rgb_front	40.09	45.0	So what you're going to do is just take and hold on to it and give them a twist.	4.909999999999997	4.909999999999997	19
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_7	0JZYw74996E_7-5-rgb_front	55.48	57.66	You're going to go from here.	2.18	2.1799999999999997	6
0JZYw74996E	0JZYw74996E-5-rgb_front	0JZYw74996E_9	0JZYw74996E_9-5-rgb_front	59.12	60.75	This one or this one.	1.6300000000000026	1.6300000000000026	5
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_10	0JtcVYXue30_10-5-rgb_front	84.44	86.74	Never be the guy that gets hit.	2.299999999999997	2.299999999999997	7
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_11	0JtcVYXue30_11-5-rgb_front	86.93	90.46	We always want positive yardage after the carry.	3.529999999999987	3.529999999999987	8
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_2	0JtcVYXue30_2-5-rgb_front	14.37	18.04	He should never be the one that takes a hit.	3.67	3.67	10
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_4	0JtcVYXue30_4-5-rgb_front	37.77	40.69	If that happens, he's probably not going to play running back very much longer.	2.9199999999999946	2.9199999999999946	14
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_6	0JtcVYXue30_6-5-rgb_front	53.09	59.15	They're going to get hit anyway, so they might as well be the hitter, not the hit tee.	6.059999999999995	6.059999999999995	18
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_7	0JtcVYXue30_7-5-rgb_front	59.91	66.61	You never want to be the person taking the contact; you want to be the one dishing out the punishment.	6.700000000000003	6.700000000000003	20
0JtcVYXue30	0JtcVYXue30-5-rgb_front	0JtcVYXue30_9	0JtcVYXue30_9-5-rgb_front	82.02	84.36	So, always remember, initiate the contact.	2.3400000000000034	2.3400000000000034	6
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_0	0KSak51yxUA_0-5-rgb_front	0.21	3.28	Today we are going to start printing in the dark room.	3.07	3.07	11
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_10	0KSak51yxUA_10-5-rgb_front	64.83	70.36	It says right here what the temperature is you need to get.	5.530000000000001	5.530000000000001	12
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_11	0KSak51yxUA_11-5-rgb_front	71.13	75.46	It is very important, it is 90 to 100 degrees Fahrenheit.	4.329999999999998	4.329999999999998	11
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_12	0KSak51yxUA_12-5-rgb_front	76.24	82.28	It is very important that you get that water up to that temperature before you begin mixing it.	6.040000000000006	6.040000000000006	18
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_3	0KSak51yxUA_3-5-rgb_front	25.4	28.17	It wasn't a really good experience doing it that way.	2.770000000000003	2.770000000000003	10
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_4	0KSak51yxUA_4-5-rgb_front	28.41	35.52	This is Kodak dectal paper developer.	7.110000000000003	7.110000000000003	6
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_5	0KSak51yxUA_5-5-rgb_front	36.12	42.09	"I kind of like the way Kodak does it because it says right on the packaging ""paper""."	5.970000000000006	5.970000000000006	17
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_6	0KSak51yxUA_6-5-rgb_front	42.35	49.61	"So this way, when you have film developer like I showed you on the last episode it says ""film""."	7.259999999999998	7.259999999999998	19
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_7	0KSak51yxUA_7-5-rgb_front	50.09	55.88	One important aspect about making this is that you have to understand it is a powder.	5.789999999999999	5.789999999999999	16
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_8	0KSak51yxUA_8-5-rgb_front	56.21	59.4	There are some film developers that are liquid.	3.1899999999999977	3.1899999999999977	8
0KSak51yxUA	0KSak51yxUA-5-rgb_front	0KSak51yxUA_9	0KSak51yxUA_9-5-rgb_front	59.66	64.75	When you begin making this again, it is a lot like making this, it is a lot like making a cake again.	5.090000000000003	5.090000000000003	22
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_0	0KU13AH-7bQ_0-5-rgb_front	0.68	6.49	So the first thing we're going to do is apply some foundation primer.	5.8100000000000005	5.8100000000000005	13
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_1	0KU13AH-7bQ_1-5-rgb_front	6.66	8.54	This is a silicone based product.	1.879999999999999	1.879999999999999	6
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_10	0KU13AH-7bQ_10-5-rgb_front	88.45	93.83	So that's how you would want to apply a primer, prior to your foundation.	5.379999999999996	5.3799999999999955	14
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_3	0KU13AH-7bQ_3-5-rgb_front	22.49	28.53	It's oil free, it will give you some oil absorption throughout the day.	6.040000000000003	6.040000000000003	13
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_5	0KU13AH-7bQ_5-5-rgb_front	39.39	43.32	Just gently apply it all over the surface of the skin.	3.93	3.9299999999999997	11
0KU13AH-7bQ	0KU13AH-7bQ-5-rgb_front	0KU13AH-7bQ_8	0KU13AH-7bQ_8-5-rgb_front	66.95	72.89	It also prevents your makeup from absorbing into the skin, so it's going to keep your makeup looking a lot fresher throughout the day.	5.939999999999998	5.939999999999998	24
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_1	0Klw2OYcfoE_1-5-rgb_front	8.37	13.13	And once again, it all has to do with the joint issues, okay?	4.760000000000002	4.760000000000002	13
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_14	0Klw2OYcfoE_14-5-rgb_front	137.23	139.52	And then you have your runners, okay?	2.2900000000000205	2.2900000000000205	7
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_15	0Klw2OYcfoE_15-5-rgb_front	139.7	143.01	Hamstrings is definitely a problem.	3.3100000000000023	3.3100000000000023	5
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_16	0Klw2OYcfoE_16-5-rgb_front	143.27	148.11	Everything down here, like below your glute, inside your thighs.	4.840000000000003	4.840000000000003	10
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_18	0Klw2OYcfoE_18-5-rgb_front	167.57	174.52	And with running constantly in soccer, that area gets really tense.	6.950000000000017	6.950000000000017	11
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_2	0Klw2OYcfoE_2-5-rgb_front	15.88	21.0	So there's a number of issues that a lot of athletes deal with.	5.119999999999999	5.119999999999999	13
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_20	0Klw2OYcfoE_20-5-rgb_front	195.68	199.5	So we're going to focus on four main issues today.	3.819999999999993	3.819999999999993	10
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_5	0Klw2OYcfoE_5-5-rgb_front	49.97	52.99	So from that, they have a lot of shoulder issues.	3.020000000000003	3.020000000000003	10
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_7	0Klw2OYcfoE_7-5-rgb_front	53.98	58.87	And then, you have--let's say, your baseball players.	4.890000000000001	4.890000000000001	8
0Klw2OYcfoE	0Klw2OYcfoE-5-rgb_front	0Klw2OYcfoE_9	0Klw2OYcfoE_9-5-rgb_front	77.99	81.01	And if you're a power lifter, okay?	3.0200000000000102	3.0200000000000102	7
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_1	0KpJxzHyTUo_1-5-rgb_front	1.21	5.08	My name is Gabriela Garzon at G.G.	3.87	3.87	7
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_10	0KpJxzHyTUo_10-5-rgb_front	97.61	99.82	Image and Etiquette Consulting.	2.2099999999999937	2.2099999999999937	4
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_2	0KpJxzHyTUo_2-5-rgb_front	5.2	9.07	Image and Etiquette Consulting in Miami, Florida.	3.87	3.87	7
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_3	0KpJxzHyTUo_3-5-rgb_front	9.13	15.06	In this clip, I'm going to talk about how to build a spring wardrobe for women.	5.93	5.93	16
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_4	0KpJxzHyTUo_4-5-rgb_front	15.13	22.09	Basically, you're doing a transition here, so here you can start using like whites, and light pastels.	6.959999999999999	6.959999999999999	17
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_5	0KpJxzHyTUo_5-5-rgb_front	24.53	27.7	Basically try to have like light dresses.	3.169999999999998	3.169999999999998	7
0KpJxzHyTUo	0KpJxzHyTUo-5-rgb_front	0KpJxzHyTUo_9	0KpJxzHyTUo_9-5-rgb_front	94.96	97.26	Once again, this is Gabbie at G.G.	2.300000000000012	2.3000000000000114	7
0mqwTXQN-x8	0mqwTXQN-x8-5-rgb_front	0mqwTXQN-x8_2	0mqwTXQN-x8_2-5-rgb_front	49.32	56.63	A bogey just means somewhere along the line you've lost a shot, whether you three putted, put a ball out of bounds, put a ball in thick rough and had to recover from it, behind a tree.	7.310000000000002	7.310000000000002	37
0mqwTXQN-x8	0mqwTXQN-x8-5-rgb_front	0mqwTXQN-x8_5	0mqwTXQN-x8_5-5-rgb_front	77.55	81.33	So there's par fives, there's par fours, and there's par three's.	3.780000000000001	3.780000000000001	11
