vid	text	duration_sec	word_count	file_path	source
IS0FR_xIPFM-00:01:04.239-00:01:08.000	And the pandemic is far from over.	3.8	7	D:\signbridge_dataset\openasl\train\IS0FR_xIPFM-00.01.04.239-00.01.08.000.mp4	openasl
lsT0JnToqbY-00:04:16.720-00:04:22.639	Both are being held in jail charged with theft.	5.919	9	D:\signbridge_dataset\openasl\train\lsT0JnToqbY-00.04.16.720-00.04.22.639.mp4	openasl
1O_X7NnW-HA_11-5-rgb_front	There is the social security death index.	5.35	7	D:\signbridge_dataset\how2sign\train\1O_X7NnW-HA_11-5-rgb_front.mp4	how2sign
DQ9eIUHjxIo_5-8-rgb_front	This reason being is you want to minimize the spin on the golf ball.	3.65	14	D:\signbridge_dataset\how2sign\train\DQ9eIUHjxIo_5-8-rgb_front.mp4	how2sign
IMd4o6zmSZY-00:01:04.420-00:01:11.560	In 2010, he published a book showing people how to write ASL.	7.15	12	D:\signbridge_dataset\openasl\train\IMd4o6zmSZY-00.01.04.420-00.01.11.560.mp4	openasl
YR7BS6l_95E-00:01:03.119-00:01:09.200	Obviously you can see I'm at 258 Deaf Street.	6.1	10	D:\signbridge_dataset\openasl\train\YR7BS6l_95E-00.01.03.119-00.01.09.200.mp4	openasl
1KoWaCTX1jU_1-5-rgb_front	Hi, I'm Alexa Sparkman, and today we're going to talk about healthy dorm room snacking.	6.75	15	D:\signbridge_dataset\how2sign\train\1KoWaCTX1jU_1-5-rgb_front.mp4	how2sign
2188lTsFIV8_1-8-rgb_front	So for starters I'm going to show you all what we need.	2.6	12	D:\signbridge_dataset\how2sign\train\2188lTsFIV8_1-8-rgb_front.mp4	how2sign
2ybDcnPdFUk-00:04:43.115-00:04:46.218	We will see what happens in 6 months, 1 year, 2 years or beyond.	3.103	14	D:\signbridge_dataset\openasl\train\2ybDcnPdFUk-00.04.43.115-00.04.46.218.mp4	openasl
0xVO71Gc-ZA_13-5-rgb_front	So once again, push it down, push it out, okay?	6.65	10	D:\signbridge_dataset\how2sign\train\0xVO71Gc-ZA_13-5-rgb_front.mp4	how2sign
9FlJ6A2VtHE-00:00:53.587-00:00:59.326	I want to thank you for reaching out to me to talk more about the Black Deaf Center, BDC.	5.75	19	D:\signbridge_dataset\openasl\train\9FlJ6A2VtHE-00.00.53.587-00.00.59.326.mp4	openasl
QlWYfiGhL08-00:00:38.780-00:00:41.920	Facebook is facing more problems.	3.15	5	D:\signbridge_dataset\openasl\train\QlWYfiGhL08-00.00.38.780-00.00.41.920.mp4	openasl
crfw6Flgwfo-00:00:29.359-00:00:33.000	The fire grew quickly Wednesday.	3.65	5	D:\signbridge_dataset\openasl\train\crfw6Flgwfo-00.00.29.359-00.00.33.000.mp4	openasl
1oys0KyRSS0_7-8-rgb_front	I can sit here all day with him throwing balls at me, if my eyes closed I'm not going to hit a single one.	4.9	24	D:\signbridge_dataset\how2sign\train\1oys0KyRSS0_7-8-rgb_front.mp4	how2sign
BXjgMNlzXts-00:00:29.000-00:00:31.039	He had to stand up for himself.	2.05	7	D:\signbridge_dataset\openasl\train\BXjgMNlzXts-00.00.29.000-00.00.31.039.mp4	openasl
-Bo59KWo7vc_7-8-rgb_front	Be confident about your goals and state specifically how you plan to reach those goals.	5.1	15	D:\signbridge_dataset\how2sign\train\-Bo59KWo7vc_7-8-rgb_front.mp4	how2sign
1UvxqsvKq3o_14-5-rgb_front	What are the next fingers that grab?	2.65	7	D:\signbridge_dataset\how2sign\train\1UvxqsvKq3o_14-5-rgb_front.mp4	how2sign
9C82salEk7w-00:18:38.700-00:18:44.873	There were many comments on Facebook expressing grief for the death of Dotson.	6.173	13	D:\signbridge_dataset\openasl\train\9C82salEk7w-00.18.38.700-00.18.44.873.mp4	openasl
TSzIcfGHHfY-00:00:06.960-00:00:11.900	Submit your interest today on our website and share why you want to be a part of the NAD!	4.95	19	D:\signbridge_dataset\openasl\train\TSzIcfGHHfY-00.00.06.960-00.00.11.900.mp4	openasl
lIE16P1LVhc-00:05:39.120-00:05:42.000	That's what our app can do for everyone else!	2.9	10	D:\signbridge_dataset\openasl\train\lIE16P1LVhc-00.05.39.120-00.05.42.000.mp4	openasl
S2WaiQ_z2xA-00:11:39.700-00:11:41.620	Yum!	1.95	1	D:\signbridge_dataset\openasl\train\S2WaiQ_z2xA-00.11.39.700-00.11.41.620.mp4	openasl
UCc4IpWw8bI-00:08:13.899-00:08:21.360	The governor said the new order will supersede the previous one.	7.461	11	D:\signbridge_dataset\openasl\train\UCc4IpWw8bI-00.08.13.899-00.08.21.360.mp4	openasl
u6I45_OoMJQ-00:06:46.759-00:06:51.399	So this is the perfect opportunity for the Deaf and disability communities to do presentations.	4.65	15	D:\signbridge_dataset\openasl\train\u6I45_OoMJQ-00.06.46.759-00.06.51.399.mp4	openasl
4MIPkK7F4GM_11-5-rgb_front	There's the nesting.	1.35	3	D:\signbridge_dataset\how2sign\train\4MIPkK7F4GM_11-5-rgb_front.mp4	how2sign
I9kOhGRukGE-00:04:18.533-00:04:21.319	and says he didn't do anything wrong.	2.8	8	D:\signbridge_dataset\openasl\train\I9kOhGRukGE-00.04.18.533-00.04.21.319.mp4	openasl
2sJ9mg1QsBs_9-5-rgb_front	We have wonderful hair sprays.	2.5	5	D:\signbridge_dataset\how2sign\train\2sJ9mg1QsBs_9-5-rgb_front.mp4	how2sign
PX29D1vHus8-00:08:03.360-00:08:07.680	The heat from the fire continued to fuel the spin of the water spout.	4.32	14	D:\signbridge_dataset\openasl\train\PX29D1vHus8-00.08.03.360-00.08.07.680.mp4	openasl
M17uzQsgtfw-00:00:46.960-00:00:52.759	McAtee was arrested and charged with felony neglect.	5.8	8	D:\signbridge_dataset\openasl\train\M17uzQsgtfw-00.00.46.960-00.00.52.759.mp4	openasl
XiJwvy15L6I-00:10:30.559-00:10:36.230	"Well. several Sign1News viewers are saying ""no"" to the CDC's warning."	5.671	13	D:\signbridge_dataset\openasl\train\XiJwvy15L6I-00.10.30.559-00.10.36.230.mp4	openasl
UoHKrFL9g0g-00:02:30.759-00:02:34.360	The Board continues to finalize workshop topics.	3.601	7	D:\signbridge_dataset\openasl\train\UoHKrFL9g0g-00.02.30.759-00.02.34.360.mp4	openasl
rXL9ff90JCU-00:06:11.937-00:06:19.144	I wanted to honor the People of Color by showing them the video first and wanted to get their feedback first as well.	7.25	23	D:\signbridge_dataset\openasl\train\rXL9ff90JCU-00.06.11.937-00.06.19.144.mp4	openasl
-bPNlBaNvcI_8-8-rgb_front	And sometimes that gives you a little bit harder shot than your wrist shot, your typical wrist shot.	4.7	18	D:\signbridge_dataset\how2sign\train\-bPNlBaNvcI_8-8-rgb_front.mp4	how2sign
ahki1p2lqPI_4-8-rgb_front	Because then you will miss that ball and again you might look a little funny if you are out there with your friends.	5.15	23	D:\signbridge_dataset\how2sign\train\ahki1p2lqPI_4-8-rgb_front.mp4	how2sign
Bn5RrOa7AEI-00:02:33.900-00:02:36.500	Some states have started early voting.	2.6	6	D:\signbridge_dataset\openasl\train\Bn5RrOa7AEI-00.02.33.900-00.02.36.500.mp4	openasl
DQudsojO17s_3-8-rgb_front	Lift the heel of your unweighted leg and press the toe into the floor.	4.15	14	D:\signbridge_dataset\how2sign\train\DQudsojO17s_3-8-rgb_front.mp4	how2sign
bw3SDIHQsAY-00:12:56.609-00:13:01.113	They also denied that 100 people died.	4.504	7	D:\signbridge_dataset\openasl\train\bw3SDIHQsAY-00.12.56.609-00.13.01.113.mp4	openasl
CmFW0P_9Tmw_10-8-rgb_front	So the point is that the set is what pretty much decided the hands.	5.85	14	D:\signbridge_dataset\how2sign\train\CmFW0P_9Tmw_10-8-rgb_front.mp4	how2sign
LtVZfkxGME4-00:02:46.500-00:02:51.570	I do visit my mother to provide care.	5.1	8	D:\signbridge_dataset\openasl\train\LtVZfkxGME4-00.02.46.500-00.02.51.570.mp4	openasl
fy64LazcBA4_3-5-rgb_front	You are going to do smaller sections.	2.4	7	D:\signbridge_dataset\how2sign\train\fy64LazcBA4_3-5-rgb_front.mp4	how2sign
1rs4i373I7w_23-8-rgb_front	Set a price range for gift purchases rather than shopping impulsively.	3.6	11	D:\signbridge_dataset\how2sign\train\1rs4i373I7w_23-8-rgb_front.mp4	how2sign
199hEEkd1aU_21-8-rgb_front	You just want to cut this down into long slices.	3.05	10	D:\signbridge_dataset\how2sign\train\199hEEkd1aU_21-8-rgb_front.mp4	how2sign
XNLX7QTAuP4-00:04:14.860-00:04:20.379	Thank you for working with us and improving the lives of deaf and hard of hearing people.	5.55	17	D:\signbridge_dataset\openasl\train\XNLX7QTAuP4-00.04.14.860-00.04.20.379.mp4	openasl
b7hLKDoI6mE-00:01:32.480-00:01:37.239	One of them is ACE2.	4.759	5	D:\signbridge_dataset\openasl\train\b7hLKDoI6mE-00.01.32.480-00.01.37.239.mp4	openasl
0bodeyCThJM-00:12:22.700-00:12:26.620	I was pretty shocked because it looked fine outside!	3.92	9	D:\signbridge_dataset\openasl\train\0bodeyCThJM-00.12.22.700-00.12.26.620.mp4	openasl
EZdSBFrRQxM_2-4-rgb_front	So, on a four-four pattern, beat three is right here.	2.9	10	D:\signbridge_dataset\how2sign\train\EZdSBFrRQxM_2-4-rgb_front.mp4	how2sign
1eJMq87Wk94_6-3-rgb_front	Four wheel drive is disengaged.	1.9	5	D:\signbridge_dataset\how2sign\train\1eJMq87Wk94_6-3-rgb_front.mp4	how2sign
HZ8H8pfNwLA-00:13:08.386-00:13:14.192	With hearing presenters, hearing people would just sit back and relax.	5.806	11	D:\signbridge_dataset\openasl\train\HZ8H8pfNwLA-00.13.08.386-00.13.14.192.mp4	openasl
pqLUpyVk96Y-00:04:12.252-00:04:16.547	They said it was not terrorism.	4.3	6	D:\signbridge_dataset\openasl\train\pqLUpyVk96Y-00.04.12.252-00.04.16.547.mp4	openasl
4d5o3B6wRP0-00:05:56.439-00:06:03.600	The Facebook app will still keep its own look of the signature blue logo with lowercase font.	7.2	17	D:\signbridge_dataset\openasl\train\4d5o3B6wRP0-00.05.56.439-00.06.03.600.mp4	openasl
dhXMJmVhV5g-00:05:41.300-00:05:46.439	It goes on sale October 24 and it starts at $799.	5.15	11	D:\signbridge_dataset\openasl\train\dhXMJmVhV5g-00.05.41.300-00.05.46.439.mp4	openasl
6IlzyR80mU4-00:17:59.500-00:18:02.583	It was now clear, unlike the dark night.	3.1	8	D:\signbridge_dataset\openasl\train\6IlzyR80mU4-00.17.59.500-00.18.02.583.mp4	openasl
sUg7i_wSn24-00:05:11.019-00:05:14.480	Once I pick up the body, I like to embalm it fairly quickly.	3.5	13	D:\signbridge_dataset\openasl\train\sUg7i_wSn24-00.05.11.019-00.05.14.480.mp4	openasl
rgE2ZZ9bHKA-00:00:39.619-00:00:42.020	Now, back to the bill.	2.401	5	D:\signbridge_dataset\openasl\train\rgE2ZZ9bHKA-00.00.39.619-00.00.42.020.mp4	openasl
yuw1gcJuWUI-00:03:38.818-00:03:44.000	They have many different booths set up at the expo.	5.182	10	D:\signbridge_dataset\openasl\train\yuw1gcJuWUI-00.03.38.818-00.03.44.000.mp4	openasl
M6B15TJEG5A-00:05:34.019-00:05:36.699	It's not clear Biles Thomas has a lawyer.	2.7	9	D:\signbridge_dataset\openasl\train\M6B15TJEG5A-00.05.34.019-00.05.36.699.mp4	openasl
ggouMQubrPo-00:22:29.431-00:22:34.853	"The judge said, ""You know what's happening therefore we will be moving forward with the hearing."""	5.422	17	D:\signbridge_dataset\openasl\train\ggouMQubrPo-00.22.29.431-00.22.34.853.mp4	openasl
n1SCON3gJm8-00:01:32.359-00:01:39.299	Here are a few ways victims were honored Wednesday.	6.95	9	D:\signbridge_dataset\openasl\train\n1SCON3gJm8-00.01.32.359-00.01.39.299.mp4	openasl
oqsiLgMkqIU-00:05:05.160-00:05:11.699	The two-day debate will be broken down into two groups of 10.	6.55	12	D:\signbridge_dataset\openasl\train\oqsiLgMkqIU-00.05.05.160-00.05.11.699.mp4	openasl
x7ieo_bLOt8-00:05:23.793-00:05:26.240	Meet over it Chrissy.	2.45	4	D:\signbridge_dataset\openasl\train\x7ieo_bLOt8-00.05.23.793-00.05.26.240.mp4	openasl
czBrBQgZIuc_0-5-rgb_front	Okay, we're going to start with the shower.	2.9	8	D:\signbridge_dataset\how2sign\train\czBrBQgZIuc_0-5-rgb_front.mp4	how2sign
-fqh6k6uOUs_5-5-rgb_front	You also want to keep the leg nice and straight and the toe pointed as much as possible.	6.4	18	D:\signbridge_dataset\how2sign\train\-fqh6k6uOUs_5-5-rgb_front.mp4	how2sign
-0JdYlTf9Y8_11-5-rgb_front	It's really, what you get for your dollar.	2.6	8	D:\signbridge_dataset\how2sign\train\-0JdYlTf9Y8_11-5-rgb_front.mp4	how2sign
CxWzH1-UlNk_1-3-rgb_front	Alright, so I'm going to basically take through real quick my set up that I have with my detergent and stuff like that.	5.65	23	D:\signbridge_dataset\how2sign\train\CxWzH1-UlNk_1-3-rgb_front.mp4	how2sign
DlfWkmIQFsA_11-5-rgb_front	Then you just dump your fish in there.	1.95	8	D:\signbridge_dataset\how2sign\train\DlfWkmIQFsA_11-5-rgb_front.mp4	how2sign
HZ8H8pfNwLA-00:15:12.278-00:15:17.750	"""The Daily Moth"" got this information from other people and reached out to her."	5.472	14	D:\signbridge_dataset\openasl\train\HZ8H8pfNwLA-00.15.12.278-00.15.17.750.mp4	openasl
LCLTOtMc-5Q-00:00:21.780-00:00:23.539	How do Peta and I handle it?	1.759	7	D:\signbridge_dataset\openasl\train\LCLTOtMc-5Q-00.00.21.780-00.00.23.539.mp4	openasl
djEfK6eEs44-00:04:04.020-00:04:07.800	Their son apparently believed he had cancer too.	3.8	8	D:\signbridge_dataset\openasl\train\djEfK6eEs44-00.04.04.020-00.04.07.800.mp4	openasl
UxlnxGyS3lc-00:02:16.680-00:02:23.139	If a student uses a captioning service in the classroom, then the school needs to make sure that same captioning service is clearly accessible in the video conferencing platform.	6.5	29	D:\signbridge_dataset\openasl\train\UxlnxGyS3lc-00.02.16.680-00.02.23.139.mp4	openasl
cmFd-YkgJ0w_12-9-rgb_front	So always practice pulling that skirt forward then back.	3.65	9	D:\signbridge_dataset\how2sign\train\cmFd-YkgJ0w_12-9-rgb_front.mp4	how2sign
0v9VjQEbbl8_24-8-rgb_front	I'm Johanna Krynytzky with Hip Expression Belly Dance studio, telling you about belly dancing.	4.8	14	D:\signbridge_dataset\how2sign\train\0v9VjQEbbl8_24-8-rgb_front.mp4	how2sign
2Z3CpALUO9o_3-8-rgb_front	Looks kind of silly but you know what?	1.65	8	D:\signbridge_dataset\how2sign\train\2Z3CpALUO9o_3-8-rgb_front.mp4	how2sign
LXNi7HTTzWU-00:04:08.000-00:04:10.680	Who knows what will happen at tomorrow s game?!	2.7	9	D:\signbridge_dataset\openasl\train\LXNi7HTTzWU-00.04.08.000-00.04.10.680.mp4	openasl
-1XUnputrgk_4-5-rgb_front	But because I do, I enjoy having the disinfectants.	4.7	9	D:\signbridge_dataset\how2sign\train\-1XUnputrgk_4-5-rgb_front.mp4	how2sign
8Pgz-GaUC6M-00:03:01.472-00:03:09.313	All of the six officers who were shot were released from the hospital Wednesday night.	7.85	15	D:\signbridge_dataset\openasl\train\8Pgz-GaUC6M-00.03.01.472-00.03.09.313.mp4	openasl
SMBW6qx2DDA-00:05:02.459-00:05:05.425	It happened in Palmyra, Syria.	2.966	5	D:\signbridge_dataset\openasl\train\SMBW6qx2DDA-00.05.02.459-00.05.05.425.mp4	openasl
f9IWQ5RfWOE-00:04:15.855-00:04:22.995	The goal is to gain a better understanding of what the underlying conditions are that lead to success or what needs to be addressed.	7.15	24	D:\signbridge_dataset\openasl\train\f9IWQ5RfWOE-00.04.15.855-00.04.22.995.mp4	openasl
4vfuSkczIcI-00:02:02.155-00:02:05.891	Also, getting income, Lebanon culture for this income, absolutely nothing.	3.75	10	D:\signbridge_dataset\openasl\train\4vfuSkczIcI-00.02.02.155-00.02.05.891.mp4	openasl
M6B15TJEG5A-00:07:37.519-00:07:44.459	If they are stored where they have access to bacteria or dust, throw them away immediately.	6.95	16	D:\signbridge_dataset\openasl\train\M6B15TJEG5A-00.07.37.519-00.07.44.459.mp4	openasl
pvRh3TZcTgE-00:04:41.589-00:04:43.016	It didn't sit right with me.	1.45	7	D:\signbridge_dataset\openasl\train\pvRh3TZcTgE-00.04.41.589-00.04.43.016.mp4	openasl
GR62Lp1xaLg-00:09:12.639-00:09:16.759	No illnesses or injuries have been reported.	4.15	7	D:\signbridge_dataset\openasl\train\GR62Lp1xaLg-00.09.12.639-00.09.16.759.mp4	openasl
N5aSQrkx1fE-00:05:01.802-00:05:04.637	It lasted for three weeks, a long time.	2.85	8	D:\signbridge_dataset\openasl\train\N5aSQrkx1fE-00.05.01.802-00.05.04.637.mp4	openasl
vjndaf5k7Mg-00:10:00.601-00:10:04.302	They make it about themselves, not about deaf children.	3.75	9	D:\signbridge_dataset\openasl\train\vjndaf5k7Mg-00.10.00.601-00.10.04.302.mp4	openasl
TPNo-MhsECw-00:08:41.620-00:08:48.158	That's sort of unheard of.	6.55	6	D:\signbridge_dataset\openasl\train\TPNo-MhsECw-00.08.41.620-00.08.48.158.mp4	openasl
EZdSBFrRQxM_0-4-rgb_front	Now, I am going to show you how to give a prep beat for the ensemble to come in on beat four.	4.4	22	D:\signbridge_dataset\how2sign\train\EZdSBFrRQxM_0-4-rgb_front.mp4	how2sign
F8eQI8E-6q4_5-5-rgb_front	Maintain a regular tone of professionalism just general conversation much like I'm doing right now.	7.9	15	D:\signbridge_dataset\how2sign\train\F8eQI8E-6q4_5-5-rgb_front.mp4	how2sign
hL_kvMHjvag-00:06:24.959-00:06:27.959	Clearly she wants it to snow in Tennessee.	3.0	8	D:\signbridge_dataset\openasl\train\hL_kvMHjvag-00.06.24.959-00.06.27.959.mp4	openasl
2-G31CNowCU_6-8-rgb_front	These lizards are arboreal so they're climbers, so you'll want to set them up in a vertical cage.	5.4	18	D:\signbridge_dataset\how2sign\train\2-G31CNowCU_6-8-rgb_front.mp4	how2sign
HlYvjMBYyag-00:01:17.500-00:01:20.000	I'm truly excited to be a part of that project.	2.5	11	D:\signbridge_dataset\openasl\train\HlYvjMBYyag-00.01.17.500-00.01.20.000.mp4	openasl
NRxR15gruTY-00:03:52.819-00:04:00.699	They were struggling with it, they had people work on it but nothing stuck.	7.9	14	D:\signbridge_dataset\openasl\train\NRxR15gruTY-00.03.52.819-00.04.00.699.mp4	openasl
nxR1Vng0-E8-00:14:07.136-00:14:12.600	They'll appreciate that and this will increase the patronage thus their business.	5.464	13	D:\signbridge_dataset\openasl\train\nxR1Vng0-E8-00.14.07.136-00.14.12.600.mp4	openasl
0fsBkodUEk0-00:10:38.678-00:10:43.933	The USA women team met for the first time at JFK airport.	5.255	12	D:\signbridge_dataset\openasl\train\0fsBkodUEk0-00.10.38.678-00.10.43.933.mp4	openasl
vktX0pZXCS0-00:01:44.180-00:01:52.000	One son said I cannot describe in words what we went through growing up.	7.82	15	D:\signbridge_dataset\openasl\train\vktX0pZXCS0-00.01.44.180-00.01.52.000.mp4	openasl
C88yVO-7XzA_8-3-rgb_front	Anyway here's where we are and now let's move on to our next step.	3.8	14	D:\signbridge_dataset\how2sign\train\C88yVO-7XzA_8-3-rgb_front.mp4	how2sign
oUaGP-pj30A-00:07:46.879-00:07:48.879	The hot sauce challenge.	2.0	4	D:\signbridge_dataset\openasl\train\oUaGP-pj30A-00.07.46.879-00.07.48.879.mp4	openasl
bCaC8vwXBNg-00:06:11.439-00:06:18.720	Chinese officials pushed back against that claim on Thursday.	7.3	9	D:\signbridge_dataset\openasl\train\bCaC8vwXBNg-00.06.11.439-00.06.18.720.mp4	openasl
3hLpzO5JBFo-00:01:08.182-00:01:10.182	You know who deserves recognition, you can let us know!	2.0	10	D:\signbridge_dataset\openasl\train\3hLpzO5JBFo-00.01.08.182-00.01.10.182.mp4	openasl
4ckqY82422o-00:12:53.360-00:13:00.960	They spotted the ailing animal swimming with his head stuck in a plastic cheese ball container.	7.6	16	D:\signbridge_dataset\openasl\train\4ckqY82422o-00.12.53.360-00.13.00.960.mp4	openasl
nSPiSnDaVfA-00:08:38.985-00:08:42.989	The NYT did interviews with their families.	4.004	7	D:\signbridge_dataset\openasl\train\nSPiSnDaVfA-00.08.38.985-00.08.42.989.mp4	openasl
LnJATvfDxlg-00:01:30.790-00:01:33.000	Really, I'm like a second-class citizen.	2.21	8	D:\signbridge_dataset\openasl\train\LnJATvfDxlg-00.01.30.790-00.01.33.000.mp4	openasl
CNvItMnGsqQ-00:00:41.341-00:00:45.612	Over 120 protesters were arrested.	4.271	5	D:\signbridge_dataset\openasl\train\CNvItMnGsqQ-00.00.41.341-00.00.45.612.mp4	openasl
-fSI2e1pqkY_18-5-rgb_front	Now your canvas is relatively pure again.	3.85	7	D:\signbridge_dataset\how2sign\train\-fSI2e1pqkY_18-5-rgb_front.mp4	how2sign
Eu1VoQlUdIE-00:06:40.139-00:06:47.199	Officials remind people this type of heat can be deadly.	7.1	10	D:\signbridge_dataset\openasl\train\Eu1VoQlUdIE-00.06.40.139-00.06.47.199.mp4	openasl
rvj5bMxhGck-00:02:59.120-00:03:02.439	That is 12:00 pm ET.	3.35	5	D:\signbridge_dataset\openasl\train\rvj5bMxhGck-00.02.59.120-00.03.02.439.mp4	openasl
dPDIWKLSjBw_10-2-rgb_front	True north points directly north and magnetic north is going to be off just a little.	4.45	16	D:\signbridge_dataset\how2sign\train\dPDIWKLSjBw_10-2-rgb_front.mp4	how2sign
11G4WcABMWQ_3-8-rgb_front	Right here we have where it attaches.	3.4	7	D:\signbridge_dataset\how2sign\train\11G4WcABMWQ_3-8-rgb_front.mp4	how2sign
mHe9xxCIQH0-00:05:15.759-00:05:21.120	There is some encouraging news for the economy.	5.361	8	D:\signbridge_dataset\openasl\train\mHe9xxCIQH0-00.05.15.759-00.05.21.120.mp4	openasl
u13YMKJY8aQ-00:01:15.900-00:01:20.200	It doesn't matter whether they're deaf or hearing, youth need self-advocacy role models.	4.3	16	D:\signbridge_dataset\openasl\train\u13YMKJY8aQ-00.01.15.900-00.01.20.200.mp4	openasl
DxFIaxNaCZI_34-8-rgb_front	So that the plant won't tip over so easily.	2.15	9	D:\signbridge_dataset\how2sign\train\DxFIaxNaCZI_34-8-rgb_front.mp4	how2sign
1T2EUqlbTtk_9-5-rgb_front	And just breathe nice and easy, holding the stretch for about thirty seconds.	7.5	13	D:\signbridge_dataset\how2sign\train\1T2EUqlbTtk_9-5-rgb_front.mp4	how2sign
2Avq_ST7qPU_7-5-rgb_front	But, remember the center isn't the center necessarily on your drawing.	4.2	11	D:\signbridge_dataset\how2sign\train\2Avq_ST7qPU_7-5-rgb_front.mp4	how2sign
VrTIgZlb0F8-00:20:16.415-00:20:18.500	I can't even sleep.	2.1	5	D:\signbridge_dataset\openasl\train\VrTIgZlb0F8-00.20.16.415-00.20.18.500.mp4	openasl
ndkxCPRzupg-00:01:42.536-00:01:44.337	It was really nice!	1.801	4	D:\signbridge_dataset\openasl\train\ndkxCPRzupg-00.01.42.536-00.01.44.337.mp4	openasl
zxTnvkq7UY0-00:01:53.420-00:02:00.299	That topic has its own issues, but he did win $50,000, and it was a big prize at the time.	6.9	20	D:\signbridge_dataset\openasl\train\zxTnvkq7UY0-00.01.53.420-00.02.00.299.mp4	openasl
1PhHBWErK9Q_14-8-rgb_front	It's supposed to be sort of a power pose in my mind.	2.75	12	D:\signbridge_dataset\how2sign\train\1PhHBWErK9Q_14-8-rgb_front.mp4	how2sign
fNT8a6e1gx8-00:05:21.779-00:05:26.279	Every one of us have human experience where we will go through life and make mistakes.	4.5	16	D:\signbridge_dataset\openasl\train\fNT8a6e1gx8-00.05.21.779-00.05.26.279.mp4	openasl
SwFyqUF_lhg-00:02:57.676-00:03:01.647	A conference for teachers, we need one of these!	3.971	9	D:\signbridge_dataset\openasl\train\SwFyqUF_lhg-00.02.57.676-00.03.01.647.mp4	openasl
MJijm9kbdHA-00:18:13.040-00:18:15.083	I'm really looking forward to that.	2.05	7	D:\signbridge_dataset\openasl\train\MJijm9kbdHA-00.18.13.040-00.18.15.083.mp4	openasl
3EFLTeLMx_o-00:06:00.759-00:06:06.680	Wednesday Long Island is reopening.	5.921	5	D:\signbridge_dataset\openasl\train\3EFLTeLMx_o-00.06.00.759-00.06.06.680.mp4	openasl
EmJxMCutzz0_9-5-rgb_front	About five more, 4-3-2 and 1.	5.1	6	D:\signbridge_dataset\how2sign\train\EmJxMCutzz0_9-5-rgb_front.mp4	how2sign
FqVslwH0lNU-00:01:31.060-00:01:36.900	The cause of the massive chemical plant fire is still under investigation.	5.85	12	D:\signbridge_dataset\openasl\train\FqVslwH0lNU-00.01.31.060-00.01.36.900.mp4	openasl
b9nWwzf0C5E_14-5-rgb_front	Ok, now what I don't want to see, when you kick, I don't want you to bend your knee so you dip down, which a lot of people do.	6.6	29	D:\signbridge_dataset\how2sign\train\b9nWwzf0C5E_14-5-rgb_front.mp4	how2sign
C1qblYh-23I_2-5-rgb_front	I'm going to place it between us.	1.75	7	D:\signbridge_dataset\how2sign\train\C1qblYh-23I_2-5-rgb_front.mp4	how2sign
miXDRqW0ArU-00:12:25.745-00:12:27.580	I could name a long list of things.	1.85	8	D:\signbridge_dataset\openasl\train\miXDRqW0ArU-00.12.25.745-00.12.27.580.mp4	openasl
1OzBoBBc4bw_2-8-rgb_front	In this segment we're going to be talking about researching your new car purchase.	4.85	14	D:\signbridge_dataset\how2sign\train\1OzBoBBc4bw_2-8-rgb_front.mp4	how2sign
tUnOjApclYI-00:01:49.879-00:01:54.260	Spartan isn t far from where I live so I always passed by.	4.4	13	D:\signbridge_dataset\openasl\train\tUnOjApclYI-00.01.49.879-00.01.54.260.mp4	openasl
4d5o3B6wRP0-00:04:17.980-00:04:22.819	However, the infection can be fatal for some people.	4.85	9	D:\signbridge_dataset\openasl\train\4d5o3B6wRP0-00.04.17.980-00.04.22.819.mp4	openasl
elyTFSImpJU-00:05:01.600-00:05:06.699	I'm a filmmaker myself and the art director for an advertising agency.	5.1	13	D:\signbridge_dataset\openasl\train\elyTFSImpJU-00.05.01.600-00.05.06.699.mp4	openasl
fIbxApGphXU-00:10:52.580-00:10:55.259	I can't sing.	2.7	4	D:\signbridge_dataset\openasl\train\fIbxApGphXU-00.10.52.580-00.10.55.259.mp4	openasl
hbgDIstz44Q-00:00:04.120-00:00:11.199	Eventually, I enrolled at NTID/RIT, they told me they didn t have a teacher s program and that I d have to transfer to a different Liberal Arts college.	7.1	29	D:\signbridge_dataset\openasl\train\hbgDIstz44Q-00.00.04.120-00.00.11.199.mp4	openasl
lUSQmBDU_sc-00:02:45.259-00:02:51.819	Police say Howell's actions saved dozens of lives.	6.56	9	D:\signbridge_dataset\openasl\train\lUSQmBDU_sc-00.02.45.259-00.02.51.819.mp4	openasl
03WUE9zzQY4_16-8-rgb_front	And I'll show you how to have a perfect figure in which to design your designs upon.	4.9	17	D:\signbridge_dataset\how2sign\train\03WUE9zzQY4_16-8-rgb_front.mp4	how2sign
NEbzpKcMJTk-00:06:07.197-00:06:08.699	Do Gallaudet students frequent this place?	1.502	6	D:\signbridge_dataset\openasl\train\NEbzpKcMJTk-00.06.07.197-00.06.08.699.mp4	openasl
3zRUoFOUi4Q-00:04:02.270-00:04:06.699	In urban areas it was 27 to 28 years old.	4.45	10	D:\signbridge_dataset\openasl\train\3zRUoFOUi4Q-00.04.02.270-00.04.06.699.mp4	openasl
Cr7X2NDNzOA_10-8-rgb_front	What we want to remember is when when we bring our finger tips up to our shoulders.	4.35	17	D:\signbridge_dataset\how2sign\train\Cr7X2NDNzOA_10-8-rgb_front.mp4	how2sign
