vid,yid,start,end,raw-text,tokenized-text,gloss,split,duration_sec,word_count,status
vGftbP-0Z6Q-00:00:14.166-00:00:20.041,vGftbP-0Z6Q,00:00:14.166,00:00:20.041,Thank you and see you in 4 years at the next Winter Deaflympics!,thank you and see you in 4 years at the next winter deaflympics,,train,5.875,13,missing_npz
vGftbP-0Z6Q-00:00:10.250-00:00:14.166,vGftbP-0Z6Q,00:00:10.250,00:00:14.166,The event is complete.,the event is complete,,train,3.916,4,missing_npz
uF1WqB9o2dA-00:00:06.631-00:00:09.410,uF1WqB9o2dA,00:00:06.631,00:00:09.410,"It is Thursday, October 17.","it is thursday, october 17",,train,2.779,5,missing_npz
vGftbP-0Z6Q-00:05:15.165-00:05:16.583,vGftbP-0Z6Q,00:05:15.165,00:05:16.583,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.4179999999999495,3,missing_npz
vGftbP-0Z6Q-00:02:59.665-00:03:07.040,vGftbP-0Z6Q,00:02:59.665,00:03:07.040,The gold medalists for Chess in the men s division is Kazakhstan while Ukraine won in the women s division.,the gold medalists for chess in the men s division is kazakhstan while ukraine won in the women s division,,train,7.375,20,missing_npz
j2iRHiIYtTg-00:05:49.011-00:05:50.350,j2iRHiIYtTg,00:05:49.011,00:05:50.350,Ask the community.,ask the community,,train,1.3389999999999986,3,missing_npz
eyuQSdSbbp8-00:00:06.173-00:00:09.409,eyuQSdSbbp8,00:00:06.173,00:00:09.409,"It is Friday, April 17.","it is friday, april 17",,train,3.2360000000000007,5,missing_npz
8Pgz-GaUC6M-00:21:15.398-00:21:18.652,8Pgz-GaUC6M,00:21:15.398,00:21:18.652,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.254000000000133,8,missing_npz
eyuQSdSbbp8-00:00:35.936-00:00:42.509,eyuQSdSbbp8,00:00:35.936,00:00:42.509,"Trump said ""LIBERATE MINNESOTA!""",trump said liberate minnesota,,train,6.573,4,missing_npz
8Pgz-GaUC6M-00:17:24.625-00:17:31.133,8Pgz-GaUC6M,00:17:24.625,00:17:31.133,"After I walked away and came back, I was puzzled because I saw my older daughter and another daughter there, but (the 4-year-old girl) was missing.",after i walked away and came back i was puzzled because i saw my older daughter and another daughter there but the 4-year-old girl was missing,,train,6.508000000000038,26,missing_npz
8Pgz-GaUC6M-00:16:14.306-00:16:18.268,8Pgz-GaUC6M,00:16:14.306,00:16:18.268,He appeared to be a bit buzzed.,he appeared to be a bit buzzed,,train,3.961999999999989,7,missing_npz
8Pgz-GaUC6M-00:18:37.115-00:18:39.116,8Pgz-GaUC6M,00:18:37.115,00:18:39.116,He looked drunk.,he looked drunk,,train,2.0009999999999764,3,missing_npz
8Pgz-GaUC6M-00:18:35.530-00:18:37.115,8Pgz-GaUC6M,00:18:35.530,00:18:37.115,"The man was shocked and said, ""I'm sorry.""",the man was shocked and said i 'm sorry,,train,1.5850000000000364,9,missing_npz
8Pgz-GaUC6M-00:18:31.067-00:18:35.530,8Pgz-GaUC6M,00:18:31.067,00:18:35.530,I opened the door and went inside and grabbed my kid and told the man to back off.,i opened the door and went inside and grabbed my kid and told the man to back off,,train,4.462999999999965,18,missing_npz
8Pgz-GaUC6M-00:18:21.808-00:18:23.393,8Pgz-GaUC6M,00:18:21.808,00:18:23.393,My daughter was petting it.,my daughter was petting it,,train,1.5850000000000364,5,missing_npz
8Pgz-GaUC6M-00:18:08.961-00:18:13.717,8Pgz-GaUC6M,00:18:08.961,00:18:13.717,"I was talking with her father, who is my father-in-law, on my phone.",i was talking with her father who is my father in law on my phone,,train,4.7560000000000855,15,missing_npz
UfbpgVCJM-Q-00:00:06.740-00:00:09.743,UfbpgVCJM-Q,00:00:06.740,00:00:09.743,"It is Monday, May 4.","it is monday, may 4",,train,3.003,5,missing_npz
UfbpgVCJM-Q-00:03:06.552-00:03:12.324,UfbpgVCJM-Q,00:03:06.552,00:03:12.324,The guard's name was Calvin Munerlyn.,the guard 's name was calvin munerlyn,,train,5.77200000000002,7,missing_npz
WhJqAFjdkdE-00:00:05.504-00:00:08.590,WhJqAFjdkdE,00:00:05.504,00:00:08.590,The top 10 Democratic candidates are up.,the top 10 democratic candidates are up,,train,3.0860000000000003,7,missing_npz
WhJqAFjdkdE-00:00:00.000-00:00:05.504,WhJqAFjdkdE,00:00:00.000,00:00:05.504,"Hello, I m here in Houston, Texas for the third Democratic debate.",hello i m here in houston texas for the third democratic debate,,train,5.504,12,missing_npz
eyuQSdSbbp8-00:08:36.115-00:08:38.118,eyuQSdSbbp8,00:08:36.115,00:08:38.118,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,2.0030000000000427,3,missing_npz
hDwx7q8PybM-00:00:06.006-00:00:08.734,hDwx7q8PybM,00:00:06.006,00:00:08.734,"It's Friday, November 1.","it 's friday, november 1",,train,2.728,5,missing_npz
WhJqAFjdkdE-00:00:50.091-00:00:53.927,WhJqAFjdkdE,00:00:50.091,00:00:53.927,"So, see you there on Facebook LIVE at The Daily Moth!",so see you there on facebook live at the daily moth,,train,3.836,11,missing_npz
j2iRHiIYtTg-00:11:01.041-00:11:03.729,j2iRHiIYtTg,00:11:01.041,00:11:03.729,That s it.,that s it,,train,2.687999999999988,3,missing_npz
j2iRHiIYtTg-00:10:54.673-00:11:01.041,j2iRHiIYtTg,00:10:54.673,00:11:01.041,"Without the community, you don t have jobs.",without the community you don t have jobs,,train,6.368000000000052,8,missing_npz
j2iRHiIYtTg-00:10:45.043-00:10:52.985,j2iRHiIYtTg,00:10:45.043,00:10:52.985,The Board and the president needs to humble themselves and listen to us.,the board and the president needs to humble themselves and listen to us,,train,7.942000000000007,13,missing_npz
j2iRHiIYtTg-00:10:43.609-00:10:45.043,j2iRHiIYtTg,00:10:43.609,00:10:45.043,We can t be silent about this.,we can t be silent about this,,train,1.433999999999969,7,missing_npz
j2iRHiIYtTg-00:11:27.586-00:11:29.687,j2iRHiIYtTg,00:11:27.586,00:11:29.687,I encourage others to do the same.,i encourage others to do the same,,train,2.100999999999999,7,missing_npz
j2iRHiIYtTg-00:10:37.970-00:10:41.606,j2iRHiIYtTg,00:10:37.970,00:10:41.606,We care so much that we are hurting.,we care so much that we are hurting,,train,3.6359999999999673,8,missing_npz
j2iRHiIYtTg-00:10:21.921-00:10:24.355,j2iRHiIYtTg,00:10:21.921,00:10:24.355,This is our deaf world.,this is our deaf world,,train,2.433999999999969,5,missing_npz
j2iRHiIYtTg-00:10:20.464-00:10:21.921,j2iRHiIYtTg,00:10:20.464,00:10:21.921,This is our lives.,this is our lives,,train,1.457000000000107,4,missing_npz
j2iRHiIYtTg-00:10:18.317-00:10:20.464,j2iRHiIYtTg,00:10:18.317,00:10:20.464,It is not just a university.,it is not just a university,,train,2.1469999999999345,6,missing_npz
j2iRHiIYtTg-00:10:11.844-00:10:16.991,j2iRHiIYtTg,00:10:11.844,00:10:16.991,Or those who are in it for their own benefit.,or those who are in it for their own benefit,,train,5.146999999999935,10,missing_npz
j2iRHiIYtTg-00:10:00.533-00:10:02.902,j2iRHiIYtTg,00:10:00.533,00:10:02.902,The Board of Trustees needs to be replaced as well.,the board of trustees needs to be replaced as well,,train,2.369000000000028,10,missing_npz
j2iRHiIYtTg-00:09:57.263-00:10:00.533,j2iRHiIYtTg,00:09:57.263,00:10:00.533,She is not the right person for this position.,she is not the right person for this position,,train,3.269999999999982,9,missing_npz
j2iRHiIYtTg-00:09:54.594-00:09:57.263,j2iRHiIYtTg,00:09:54.594,00:09:57.263,She clearly doesn't get it.,she clearly does n't get it,,train,2.6689999999999827,6,missing_npz
j2iRHiIYtTg-00:09:50.590-00:09:52.258,j2iRHiIYtTg,00:09:50.590,00:09:52.258,She focused on KG and she failed to understand that.,she focused on kg and she failed to understand that,,train,1.6680000000000064,10,missing_npz
j2iRHiIYtTg-00:11:29.687-00:11:31.791,j2iRHiIYtTg,00:11:29.687,00:11:31.791,Because I feel lonely here.,because i feel lonely here,,train,2.104000000000042,5,missing_npz
j2iRHiIYtTg-00:11:42.201-00:11:44.970,j2iRHiIYtTg,00:11:42.201,00:11:44.970,Also to celebrate diversity together.,also to celebrate diversity together,,train,2.769000000000005,5,missing_npz
j2iRHiIYtTg-00:13:53.097-00:14:00.538,j2iRHiIYtTg,00:13:53.097,00:14:00.538,She said Gallaudet University was suspending a fraternity because it was the face of systemic racism.,she said gallaudet university was suspending a fraternity because it was the face of systemic racism,,train,7.441000000000031,16,missing_npz
j2iRHiIYtTg-00:13:47.559-00:13:53.097,j2iRHiIYtTg,00:13:47.559,00:13:53.097,"Yes, we reject Bobbi s statements regarding our community.",yes we reject bobbi s statements regarding our community,,train,5.538000000000011,9,missing_npz
j2iRHiIYtTg-00:13:19.731-00:13:22.033,j2iRHiIYtTg,00:13:19.731,00:13:22.033,I ve been following people s stories on all of this.,i ve been following people s stories on all of this,,train,2.302000000000021,11,missing_npz
j2iRHiIYtTg-00:13:13.383-00:13:18.464,j2iRHiIYtTg,00:13:13.383,00:13:18.464,"Colorism, and many more  isms  at Gallaudet.",colorism and many more isms at gallaudet,,train,5.080999999999904,7,missing_npz
j2iRHiIYtTg-00:13:11.663-00:13:13.383,j2iRHiIYtTg,00:13:11.663,00:13:13.383,Nepotism.,nepotism,,train,1.7200000000000273,1,missing_npz
j2iRHiIYtTg-00:12:24.844-00:12:27.980,j2iRHiIYtTg,00:12:24.844,00:12:27.980,I am willing to share my thoughts.,i am willing to share my thoughts,,train,3.135999999999968,7,missing_npz
j2iRHiIYtTg-00:12:07.559-00:12:10.395,j2iRHiIYtTg,00:12:07.559,00:12:10.395,The Daily Moth reached out to me.,the daily moth reached out to me,,train,2.8360000000000127,7,missing_npz
j2iRHiIYtTg-00:12:02.221-00:12:07.559,j2iRHiIYtTg,00:12:02.221,00:12:07.559,"I live in Jacksonville, Illinois.",i live in jacksonville illinois,,train,5.337999999999965,5,missing_npz
j2iRHiIYtTg-00:11:51.744-00:11:55.780,j2iRHiIYtTg,00:11:51.744,00:11:55.780,"Hey everyone, my name is Jamal Garner.",hey everyone my name is jamal garner,,train,4.0359999999999445,7,missing_npz
j2iRHiIYtTg-00:11:47.907-00:11:50.975,j2iRHiIYtTg,00:11:47.907,00:11:50.975,Now we ll go to Jamal.,now we ll go to jamal,,train,3.067999999999984,6,missing_npz
j2iRHiIYtTg-00:12:56.609-00:13:03.982,j2iRHiIYtTg,00:12:56.609,00:13:03.982,"Also, Gallaudet has oppressed us students of color, BIPOC, and persons of color.",also gallaudet has oppressed us students of color bipoc and persons of color,,train,7.372999999999934,13,missing_npz
j2iRHiIYtTg-00:14:00.538-00:14:02.639,j2iRHiIYtTg,00:14:00.538,00:14:02.639,"No, let me correct you.",no let me correct you,,train,2.100999999999999,5,missing_npz
j2iRHiIYtTg-00:09:38.977-00:09:42.981,j2iRHiIYtTg,00:09:38.977,00:09:42.981,"For example, she said Kappa Gamma is the face of racism.",for example she said kappa gamma is the face of racism,,train,4.004000000000019,11,missing_npz
j2iRHiIYtTg-00:06:59.685-00:07:04.357,j2iRHiIYtTg,00:06:59.685,00:07:04.357,He should not have to be the one to clean up.,he should not have to be the one to clean up,,train,4.6720000000000255,11,missing_npz
j2iRHiIYtTg-00:06:55.982-00:06:59.685,j2iRHiIYtTg,00:06:55.982,00:06:59.685,He should not have to bear with this mess.,he should not have to bear with this mess,,train,3.703000000000032,9,missing_npz
j2iRHiIYtTg-00:06:45.725-00:06:47.673,j2iRHiIYtTg,00:06:45.725,00:06:47.673,He will be worn out.,he will be worn out,,train,1.947999999999979,5,missing_npz
j2iRHiIYtTg-00:06:43.502-00:06:45.725,j2iRHiIYtTg,00:06:43.502,00:06:45.725,It will be heavy on him.,it will be heavy on him,,train,2.223000000000013,6,missing_npz
j2iRHiIYtTg-00:06:36.762-00:06:43.502,j2iRHiIYtTg,00:06:36.762,00:06:43.502,But he has my respect for accepting this position.,but he has my respect for accepting this position,,train,6.740000000000009,9,missing_npz
j2iRHiIYtTg-00:06:29.422-00:06:32.024,j2iRHiIYtTg,00:06:29.422,00:06:32.024,That's what I wish he didn't do.,that 's what i wish he did n't do,,train,2.6019999999999754,9,missing_npz
j2iRHiIYtTg-00:06:14.040-00:06:17.944,j2iRHiIYtTg,00:06:14.040,00:06:17.944,Or does it not make a difference?,or does it not make a difference,,train,3.903999999999997,7,missing_npz
j2iRHiIYtTg-00:06:03.196-00:06:07.199,j2iRHiIYtTg,00:06:03.196,00:06:07.199,"They are supposed to listen to us, and they aren't, so they need to be replaced too!",they are supposed to listen to us and they are n't so they need to be replaced too,,train,4.002999999999986,18,missing_npz
j2iRHiIYtTg-00:06:00.927-00:06:03.196,j2iRHiIYtTg,00:06:00.927,00:06:03.196,It's not up to the Board of Trustees.,it 's not up to the board of trustees,,train,2.269000000000005,9,missing_npz
j2iRHiIYtTg-00:05:55.922-00:06:00.927,j2iRHiIYtTg,00:05:55.922,00:06:00.927,They have a right to have a voice on whether the decision is right or not.,they have a right to have a voice on whether the decision is right or not,,train,5.004999999999996,16,missing_npz
j2iRHiIYtTg-00:05:50.350-00:05:51.918,j2iRHiIYtTg,00:05:50.350,00:05:51.918,Are they satisfied?,are they satisfied,,train,1.5679999999999836,3,missing_npz
j2iRHiIYtTg-00:06:32.024-00:06:36.762,j2iRHiIYtTg,00:06:32.024,00:06:36.762,I don't know if he can overhaul this.,i do n't know if he can overhaul this,,train,4.738,9,missing_npz
j2iRHiIYtTg-00:09:42.981-00:09:45.418,j2iRHiIYtTg,00:09:42.981,00:09:45.418,That means she doesn't understand racism.,that means she does n't understand racism,,train,2.437000000000012,7,missing_npz
j2iRHiIYtTg-00:07:50.870-00:07:54.206,j2iRHiIYtTg,00:07:50.870,00:07:54.206,No question.,no question,,train,3.3360000000000127,2,missing_npz
j2iRHiIYtTg-00:09:34.105-00:09:38.977,j2iRHiIYtTg,00:09:34.105,00:09:38.977,She is not the right person for this job because she already failed.,she is not the right person for this job because she already failed,,train,4.871999999999957,13,missing_npz
j2iRHiIYtTg-00:09:32.238-00:09:34.105,j2iRHiIYtTg,00:09:32.238,00:09:34.105,She needs to resign.,she needs to resign,,train,1.8669999999999616,4,missing_npz
j2iRHiIYtTg-00:09:21.126-00:09:25.565,j2iRHiIYtTg,00:09:21.126,00:09:25.565,I don't know where we are supposed to go from here.,i do n't know where we are supposed to go from here,,train,4.439000000000078,12,missing_npz
j2iRHiIYtTg-00:09:16.389-00:09:21.126,j2iRHiIYtTg,00:09:16.389,00:09:21.126,That is a slap on our faces.,that is a slap on our faces,,train,4.736999999999966,7,missing_npz
j2iRHiIYtTg-00:09:10.283-00:09:16.389,j2iRHiIYtTg,00:09:10.283,00:09:16.389,"That's what a true, humble leader would do, instead of holding on.",that 's what a true humble leader would do instead of holding on,,train,6.1059999999999945,13,missing_npz
j2iRHiIYtTg-00:09:04.943-00:09:10.283,j2iRHiIYtTg,00:09:04.943,00:09:10.283,"I will humbly resign and do what they ask of me.""",i will humbly resign and do what they ask of me,,train,5.340000000000032,11,missing_npz
j2iRHiIYtTg-00:07:46.132-00:07:50.870,j2iRHiIYtTg,00:07:46.132,00:07:50.870,Do you feel it could happen?,do you feel it could happen,,train,4.738,6,missing_npz
j2iRHiIYtTg-00:08:52.532-00:08:55.201,j2iRHiIYtTg,00:08:52.532,00:08:55.201,They are still sleeping.,they are still sleeping,,train,2.6689999999999827,4,missing_npz
j2iRHiIYtTg-00:08:37.817-00:08:42.522,j2iRHiIYtTg,00:08:37.817,00:08:42.522,"If she really has empathy, stand with us.",if she really has empathy stand with us,,train,4.705000000000041,8,missing_npz
j2iRHiIYtTg-00:08:24.803-00:08:26.771,j2iRHiIYtTg,00:08:24.803,00:08:26.771,We don't exist.,we do n't exist,,train,1.9680000000000173,4,missing_npz
j2iRHiIYtTg-00:07:58.377-00:08:05.851,j2iRHiIYtTg,00:07:58.377,00:08:05.851,We have been too accepting and have brushed things aside.,we have been too accepting and have brushed things aside,,train,7.473999999999989,10,missing_npz
j2iRHiIYtTg-00:14:02.639-00:14:06.476,j2iRHiIYtTg,00:14:02.639,00:14:06.476,Gallaudet is the face of systemic racism.,gallaudet is the face of systemic racism,,train,3.836999999999989,7,missing_npz
j2iRHiIYtTg-00:14:06.477-00:14:12.083,j2iRHiIYtTg,00:14:06.477,00:14:12.083,Greek organizations are a small part of systemic racism.,greek organizations are a small part of systemic racism,,train,5.6059999999999945,9,missing_npz
j2iRHiIYtTg-00:16:17.975-00:16:19.595,j2iRHiIYtTg,00:16:17.975,00:16:19.595,I m thrilled!,i m thrilled,,train,1.6200000000000043,3,missing_npz
j2iRHiIYtTg-00:16:06.465-00:16:10.001,j2iRHiIYtTg,00:16:06.465,00:16:10.001,She must make changes and take action.,she must make changes and take action,,train,3.5359999999999445,7,missing_npz
j2iRHiIYtTg-00:16:01.125-00:16:06.465,j2iRHiIYtTg,00:16:01.125,00:16:06.465,"She must focus on students of color, BIPOC, and persons of color.",she must focus on students of color bipoc and persons of color,,train,5.340000000000032,12,missing_npz
j2iRHiIYtTg-00:15:24.123-00:15:32.030,j2iRHiIYtTg,00:15:24.123,00:15:32.030,We have asked for Bobbi to hire a diverse team to work with her.,we have asked for bobbi to hire a diverse team to work with her,,train,7.906999999999925,14,missing_npz
j2iRHiIYtTg-00:16:31.523-00:16:36.995,j2iRHiIYtTg,00:16:31.523,00:16:36.995,"I know that he s a great leader, and he s perceptive to the community.",i know that he s a great leader and he s perceptive to the community,,train,5.47199999999998,15,missing_npz
j2iRHiIYtTg-00:15:11.576-00:15:15.214,j2iRHiIYtTg,00:15:11.576,00:15:15.214,We want a system overhaul.,we want a system overhaul,,train,3.6380000000000337,5,missing_npz
j2iRHiIYtTg-00:14:56.794-00:15:02.268,j2iRHiIYtTg,00:14:56.794,00:15:02.268,"Our students of color, BIPOC, and persons of color.",our students of color bipoc and persons of color,,train,5.474000000000046,9,missing_npz
j2iRHiIYtTg-00:14:40.211-00:14:45.985,j2iRHiIYtTg,00:14:40.211,00:14:45.985,"I thought maybe her term would be for one more year, maybe two.",i thought maybe her term would be for one more year maybe two,,train,5.774000000000001,13,missing_npz
j2iRHiIYtTg-00:14:37.923-00:14:40.211,j2iRHiIYtTg,00:14:37.923,00:14:40.211,And feelings of shock.,and feelings of shock,,train,2.288000000000011,4,missing_npz
j2iRHiIYtTg-00:14:23.028-00:14:25.965,j2iRHiIYtTg,00:14:23.028,00:14:25.965,The system as a whole is much worse.,the system as a whole is much worse,,train,2.937000000000012,8,missing_npz
j2iRHiIYtTg-00:14:18.490-00:14:23.028,j2iRHiIYtTg,00:14:18.490,00:14:23.028,Greek organizations are only a small part of the picture.,greek organizations are only a small part of the picture,,train,4.538000000000011,10,missing_npz
j2iRHiIYtTg-00:16:52.177-00:16:57.515,j2iRHiIYtTg,00:16:52.177,00:16:57.515,I see Dr. Anderson and I feel like I can trust him and his process.,i see dr. anderson and i feel like i can trust him and his process,,train,5.337999999999965,15,missing_npz
8Pgz-GaUC6M-00:00:03.419-00:00:06.131,8Pgz-GaUC6M,00:00:03.419,00:00:06.131,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.712,6,missing_npz
HRKSr1wPwXQ-00:07:33.552-00:07:35.322,HRKSr1wPwXQ,00:07:33.552,00:07:35.322,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.7699999999999818,3,missing_npz
POKkeQNjFHM-00:00:03.460-00:00:06.171,POKkeQNjFHM,00:00:03.460,00:00:06.171,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.7110000000000003,6,missing_npz
EslZp7UiTck-00:16:15.207-00:16:19.211,EslZp7UiTck,00:16:15.207,00:16:19.211,This thing I was not able to do in the past.,this thing i was not able to do in the past,,train,4.004000000000019,11,missing_npz
EslZp7UiTck-00:19:03.241-00:19:04.644,EslZp7UiTck,00:19:03.241,00:19:04.644,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.40300000000002,3,missing_npz
EslZp7UiTck-00:19:01.673-00:19:03.241,EslZp7UiTck,00:19:01.673,00:19:03.241,Thank you.,thank you,,train,1.5679999999999836,2,missing_npz
EslZp7UiTck-00:19:00.338-00:19:01.673,EslZp7UiTck,00:19:00.338,00:19:01.673,Thank you for having me.,thank you for having me,,train,1.3350000000000364,5,missing_npz
EslZp7UiTck-00:18:46.525-00:18:48.160,EslZp7UiTck,00:18:46.525,00:18:48.160,I really appreciate your time.,i really appreciate your time,,train,1.634999999999991,5,missing_npz
EslZp7UiTck-00:18:44.356-00:18:46.525,EslZp7UiTck,00:18:44.356,00:18:46.525,It's very clear what you two explained.,it 's very clear what you two explained,,train,2.1690000000000964,8,missing_npz
EslZp7UiTck-00:18:39.384-00:18:42.387,EslZp7UiTck,00:18:39.384,00:18:42.387,We must stand against that.,we must stand against that,,train,3.002999999999929,5,missing_npz
EslZp7UiTck-00:17:51.770-00:17:53.838,EslZp7UiTck,00:17:51.770,00:17:53.838,I've lost friends.,i 've lost friends,,train,2.067999999999984,4,missing_npz
EslZp7UiTck-00:17:11.797-00:17:17.836,EslZp7UiTck,00:17:11.797,00:17:17.836,"Really, this is not a time for the self.",really this is not a time for the self,,train,6.038999999999987,9,missing_npz
EslZp7UiTck-00:17:10.096-00:17:11.797,EslZp7UiTck,00:17:10.096,00:17:11.797,Thank you.,thank you,,train,1.7010000000000218,2,missing_npz
EslZp7UiTck-00:14:12.751-00:14:16.556,EslZp7UiTck,00:14:12.751,00:14:16.556,You can count on me for that.,you can count on me for that,,train,3.805000000000064,7,missing_npz
EslZp7UiTck-00:14:10.716-00:14:12.751,EslZp7UiTck,00:14:10.716,00:14:12.751,Know that I am in this fight for the long run.,know that i am in this fight for the long run,,train,2.034999999999968,11,missing_npz
EslZp7UiTck-00:14:08.748-00:14:10.716,EslZp7UiTck,00:14:08.748,00:14:10.716,Thank you.,thank you,,train,1.967999999999961,2,missing_npz
EslZp7UiTck-00:13:56.101-00:14:00.639,EslZp7UiTck,00:13:56.101,00:14:00.639,I can imagine what it was like for Claudia.,i can imagine what it was like for claudia,,train,4.538000000000011,9,missing_npz
EslZp7UiTck-00:13:52.030-00:13:56.101,EslZp7UiTck,00:13:52.030,00:13:56.101,But we are humans and sometimes we get exhausted.,but we are humans and sometimes we get exhausted,,train,4.071000000000026,9,missing_npz
EslZp7UiTck-00:13:22.902-00:13:25.738,EslZp7UiTck,00:13:22.902,00:13:25.738,No.,no,,train,2.8360000000000127,1,missing_npz
EslZp7UiTck-00:10:12.879-00:10:20.552,EslZp7UiTck,00:10:12.879,00:10:20.552,"Claudia, can you explain why you decided to leave the Board, which was recent?",claudia can you explain why you decided to leave the board which was recent,,train,7.673000000000002,14,missing_npz
kTrTETgKpBw-00:00:11.385-00:00:14.763,kTrTETgKpBw,00:00:11.385,00:00:14.763,What is the temperature in your home?,what is the temperature in your home,,train,3.378,7,missing_npz
kTrTETgKpBw-00:00:09.191-00:00:11.384,kTrTETgKpBw,00:00:09.191,00:00:11.384,Ready for the news?,ready for the news,,train,2.193,4,missing_npz
kTrTETgKpBw-00:00:06.339-00:00:09.191,kTrTETgKpBw,00:00:06.339,00:00:09.191,"It's Wednesday, August 21.","it 's wednesday, august 21",,train,2.8520000000000003,5,missing_npz
kTrTETgKpBw-00:00:03.460-00:00:06.339,kTrTETgKpBw,00:00:03.460,00:00:06.339,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.8790000000000004,6,missing_npz
cvqbe6xyT7Y-00:00:01.193-00:00:04.503,cvqbe6xyT7Y,00:00:01.193,00:00:04.503,"It is Tuesday, July 21.","it is tuesday, july 21",,train,3.31,5,missing_npz
_2cg2YLx6mg-00:14:15.486-00:14:17.022,_2cg2YLx6mg,00:14:15.486,00:14:17.022,Captioned by www.ASLcaptions.com,captioned by www.aslcaptions.com,,train,1.5360000000000582,3,missing_npz
_2cg2YLx6mg-00:08:13.091-00:08:19.632,_2cg2YLx6mg,00:08:13.091,00:08:19.632,"His name was Thapelo Tambani, who was 9.",his name was thapelo tambani who was 9,,train,6.540999999999997,8,missing_npz
_2cg2YLx6mg-00:10:16.916-00:10:18.517,_2cg2YLx6mg,00:10:16.916,00:10:18.517,I'll show you a clip.,i 'll show you a clip,,train,1.600999999999999,6,missing_npz
EslZp7UiTck-00:07:41.728-00:07:43.495,EslZp7UiTck,00:07:41.728,00:07:43.495,So I wish him the best.,so i wish him the best,,train,1.766999999999996,6,missing_npz
EslZp7UiTck-00:09:37.876-00:09:45.051,EslZp7UiTck,00:09:37.876,00:09:45.051,Right now it seems like it's the other way around with the president controlling the Board.,right now it seems like it 's the other way around with the president controlling the board,,train,7.175000000000068,17,missing_npz
EslZp7UiTck-00:08:28.341-00:08:31.877,EslZp7UiTck,00:08:28.341,00:08:31.877,So I wish Dr. Anderson the best.,so i wish dr. anderson the best,,train,3.5360000000000014,7,missing_npz
cvqbe6xyT7Y-00:09:47.187-00:09:50.657,cvqbe6xyT7Y,00:09:47.187,00:09:50.657,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.470000000000028,8,missing_npz
cvqbe6xyT7Y-00:09:43.917-00:09:47.187,cvqbe6xyT7Y,00:09:43.917,00:09:47.187,Check out our Deaf News videos.,check out our deaf news videos,,train,3.269999999999982,6,missing_npz
cvqbe6xyT7Y-00:08:12.791-00:08:17.564,cvqbe6xyT7Y,00:08:12.791,00:08:17.564,"That's what Hollander did, shoot others and then commit suicide.",that 's what hollander did shoot others and then commit suicide,,train,4.773000000000025,11,missing_npz
EslZp7UiTck-00:00:42.843-00:00:46.646,EslZp7UiTck,00:00:42.843,00:00:46.646,I'll let the president speak.,i 'll let the president speak,,train,3.802999999999997,6,missing_npz
EslZp7UiTck-00:03:06.485-00:03:08.587,EslZp7UiTck,00:03:06.485,00:03:08.587,"Claudia, it's your floor.",claudia it 's your floor,,train,2.1019999999999754,5,missing_npz
EslZp7UiTck-00:00:40.938-00:00:42.843,EslZp7UiTck,00:00:40.938,00:00:42.843,Your thoughts?,your thoughts,,train,1.9050000000000007,2,missing_npz
EslZp7UiTck-00:02:09.229-00:02:14.501,EslZp7UiTck,00:02:09.229,00:02:14.501,Dr. Natwar Gandhi also stepped down.,dr. natwar gandhi also stepped down,,train,5.27200000000002,6,missing_npz
EslZp7UiTck-00:01:59.453-00:02:01.153,EslZp7UiTck,00:01:59.453,00:02:01.153,Why is that?,why is that,,train,1.7000000000000028,3,missing_npz
EslZp7UiTck-00:02:04.156-00:02:09.229,EslZp7UiTck,00:02:04.156,00:02:09.229,Duane Halliburton resigned.,duane halliburton resigned,,train,5.072999999999979,3,missing_npz
nSPiSnDaVfA-00:07:53.740-00:07:57.744,nSPiSnDaVfA,00:07:53.740,00:07:57.744,"Here are three images, let me show you.",here are three images let me show you,,train,4.004000000000019,8,missing_npz
nSPiSnDaVfA-00:15:19.217-00:15:21.553,nSPiSnDaVfA,00:15:19.217,00:15:21.553,So there is an impact already.,so there is an impact already,,train,2.3360000000000127,6,missing_npz
nSPiSnDaVfA-00:13:36.115-00:13:39.585,nSPiSnDaVfA,00:13:36.115,00:13:39.585,In the background are apartments and condos in Hong Kong.,in the background are apartments and condos in hong kong,,train,3.470000000000028,10,missing_npz
nSPiSnDaVfA-00:11:57.417-00:11:59.118,nSPiSnDaVfA,00:11:57.417,00:11:59.118,"Now, another news article.",now another news article,,train,1.7010000000000218,4,missing_npz
EJOkupsVoqc-00:00:00.042-00:00:02.628,EJOkupsVoqc,00:00:00.042,00:00:02.628,Hello!,hello,,train,2.5860000000000003,1,missing_npz
edY8MnMxLvQ-00:12:53.405-00:12:54.874,edY8MnMxLvQ,00:12:53.405,00:12:54.874,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.469000000000051,3,missing_npz
