vid	yid	start	end	text	duration_sec	word_count	split	keypoint_path	n_frames
3zBcV4VQ2lg-00:07:34.560-00:07:40.899	3zBcV4VQ2lg	00:07:34.560	00:07:40.899	Remember to watch us on Facebook and follow us on Twitter.	6.338999999999999	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\3zBcV4VQ2lg-00-07-34.560-00-07-40.899.npz	127
AgraECvNR1A-00:02:10.639-00:02:16.159	AgraECvNR1A	00:02:10.639	00:02:16.159	That is a powerful medication used to reverse an opioid overdose.	5.519999999999982	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-02-10.639-00-02-16.159.npz	110
AgraECvNR1A-00:01:24.599-00:01:28.439	AgraECvNR1A	00:01:24.599	00:01:28.439	Trump denies the affair.	3.839999999999989	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-01-24.599-00-01-28.439.npz	77
AgraECvNR1A-00:01:19.319-00:01:24.599	AgraECvNR1A	00:01:19.319	00:01:24.599	"Why was the tape so abruptly terminated (cut) while I was presumably saying positive things?"""	5.280000000000001	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-01-19.319-00-01-24.599.npz	106
AgraECvNR1A-00:01:16.640-00:01:19.319	AgraECvNR1A	00:01:16.640	00:01:19.319	Is this a first, never heard of it before?	2.679000000000002	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-01-16.640-00-01-19.319.npz	54
AgraECvNR1A-00:01:14.959-00:01:16.640	AgraECvNR1A	00:01:14.959	00:01:16.640	So sad!	1.6809999999999974	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-01-14.959-00-01-16.640.npz	34
AgraECvNR1A-00:02:26.080-00:02:34.039	AgraECvNR1A	00:02:26.080	00:02:34.039	Lovato was supposed to perform a concert in Atlantic City, New Jersey this Thursday but it is been canceled.	7.959000000000003	19	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-02-26.080-00-02-34.039.npz	159
AgraECvNR1A-00:00:57.200-00:01:01.850	AgraECvNR1A	00:00:57.200	00:01:01.850	"In the muddled recording, Trump is apparently heard asking ""Pay with cash?"	4.649999999999999	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-00-57.200-00-01-01.850.npz	93
AgraECvNR1A-00:00:10.820-00:00:13.839	AgraECvNR1A	00:00:10.820	00:00:13.839	Here are your top stories for today.	3.019	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-00-10.820-00-00-13.839.npz	60
AgraECvNR1A-00:00:09.320-00:00:10.820	AgraECvNR1A	00:00:09.320	00:00:10.820	I'm Jethro Wooddall.	1.5	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-00-09.320-00-00-10.820.npz	30
AgraECvNR1A-00:00:07.440-00:00:09.199	AgraECvNR1A	00:00:07.440	00:00:09.199	Welcome to Sign1News.	1.7589999999999997	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-00-07.440-00-00-09.199.npz	35
AgraECvNR1A-00:00:06.120-00:00:07.440	AgraECvNR1A	00:00:06.120	00:00:07.440	Hello everyone.	1.3200000000000005	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-00-06.120-00-00-07.440.npz	26
3zBcV4VQ2lg-00:07:44.579-00:07:48.120	3zBcV4VQ2lg	00:07:44.579	00:07:48.120	Your language.	3.540999999999997	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\3zBcV4VQ2lg-00-07-44.579-00-07-48.120.npz	71
3zBcV4VQ2lg-00:07:43.240-00:07:44.579	3zBcV4VQ2lg	00:07:43.240	00:07:44.579	Your life.	1.3389999999999986	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\3zBcV4VQ2lg-00-07-43.240-00-07-44.579.npz	27
AgraECvNR1A-00:01:01.850-00:01:05.079	AgraECvNR1A	00:01:01.850	00:01:05.079	""", to which Cohen responds ""No, no no!"""	3.228999999999992	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-01-01.850-00-01-05.079.npz	65
AgraECvNR1A-00:05:58.240-00:06:04.199	AgraECvNR1A	00:05:58.240	00:06:04.199	It is the fifth largest Mega Millions jackpot in history.	5.959000000000003	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-05-58.240-00-06-04.199.npz	119
AgraECvNR1A-00:05:42.160-00:05:48.519	AgraECvNR1A	00:05:42.160	00:05:48.519	The numbers were 1, 2, 4, 19, 29 and 20.	6.359000000000037	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-05-42.160-00-05-48.519.npz	127
AgraECvNR1A-00:05:16.519-00:05:23.800	AgraECvNR1A	00:05:16.519	00:05:23.800	Someone in California became a multi-millionaire overnight.	7.281000000000006	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-05-16.519-00-05-23.800.npz	146
AgraECvNR1A-00:05:11.879-00:05:14.839	AgraECvNR1A	00:05:11.879	00:05:14.839	You should throw it away or take it back to the store where you bought it.	2.9599999999999795	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-05-11.879-00-05-14.839.npz	59
AgraECvNR1A-00:05:05.079-00:05:11.879	AgraECvNR1A	00:05:05.079	00:05:11.879	Consumers are warned not to use the product even if it does not look or smell spoiled.	6.800000000000011	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-05-05.079-00-05-11.879.npz	136
AgraECvNR1A-00:04:50.240-00:04:56.959	AgraECvNR1A	00:04:50.240	00:04:56.959	The manufacturer, Kraft Heinz, says it's a precautionary measure.	6.718999999999994	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-04-50.240-00-04-56.959.npz	134
AgraECvNR1A-00:04:45.920-00:04:50.240	AgraECvNR1A	00:04:45.920	00:04:50.240	Botulism is a potentially fatal form of food poisoning.	4.319999999999993	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-04-45.920-00-04-50.240.npz	86
AgraECvNR1A-00:04:14.039-00:04:19.000	AgraECvNR1A	00:04:14.039	00:04:19.000	Facebook started testing the feature in January and rolled it out on Wednesday.	4.961000000000013	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-04-14.039-00-04-19.000.npz	99
AgraECvNR1A-00:03:53.319-00:03:56.919	AgraECvNR1A	00:03:53.319	00:03:56.919	"It's called ""watch party."""	3.599999999999966	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-03-53.319-00-03-56.919.npz	72
AgraECvNR1A-00:03:39.479-00:03:42.159	AgraECvNR1A	00:03:39.479	00:03:42.159	He is scheduled to be sentenced in September.	2.680000000000007	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-03-39.479-00-03-42.159.npz	54
AgraECvNR1A-00:03:33.000-00:03:39.479	AgraECvNR1A	00:03:33.000	00:03:39.479	For now 81-year-old Cosby is confined to his Montgomery County home.	6.478999999999985	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-03-33.000-00-03-39.479.npz	130
AgraECvNR1A-00:04:19.000-00:04:22.639	AgraECvNR1A	00:04:19.000	00:04:22.639	Anyone has the ability to start a watch party group.	3.63900000000001	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\AgraECvNR1A-00-04-19.000-00-04-22.639.npz	73
nMwyEt9UP4c-00:04:58.120-00:05:05.199	nMwyEt9UP4c	00:04:58.120	00:05:05.199	Legal experts believe it's unlikely a federal court would block a book before it has been released.	7.079000000000008	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-04-58.120-00-05-05.199.npz	142
nMwyEt9UP4c-00:02:52.919-00:02:59.120	nMwyEt9UP4c	00:02:52.919	00:02:59.120	At least seven police officers have now quit the Minneapolis Police Department.	6.201000000000022	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-02-52.919-00-02-59.120.npz	124
nMwyEt9UP4c-00:02:19.919-00:02:25.759	nMwyEt9UP4c	00:02:19.919	00:02:25.759	Democrats blasted Republicans for taking a narrow approach.	5.840000000000003	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-02-19.919-00-02-25.759.npz	117
nMwyEt9UP4c-00:01:46.959-00:01:52.799	nMwyEt9UP4c	00:01:46.959	00:01:52.799	In the Senate, Republicans are drafting up their own plan.	5.840000000000003	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-01-46.959-00-01-52.799.npz	117
nMwyEt9UP4c-00:01:43.159-00:01:46.959	nMwyEt9UP4c	00:01:43.159	00:01:46.959	Democrats say the order is not enough.	3.8000000000000114	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-01-43.159-00-01-46.959.npz	76
nMwyEt9UP4c-00:09:26.519-00:09:34.080	nMwyEt9UP4c	00:09:26.519	00:09:34.080	Kimmel will also serve as an executive producer of Emmys.	7.5610000000000355	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-09-26.519-00-09-34.080.npz	151
nMwyEt9UP4c-00:07:59.399-00:08:02.000	nMwyEt9UP4c	00:07:59.399	00:08:02.000	That number is at an all-time high.	2.600999999999999	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-07-59.399-00-08-02.000.npz	52
nMwyEt9UP4c-00:07:43.040-00:07:49.120	nMwyEt9UP4c	00:07:43.040	00:07:49.120	That's the lowest number in the past five decades.	6.079999999999984	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-07-43.040-00-07-49.120.npz	122
nMwyEt9UP4c-00:07:37.319-00:07:43.040	nMwyEt9UP4c	00:07:37.319	00:07:43.040	They found that only 14-percent of Americans say they're very happy right now.	5.721000000000004	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-07-37.319-00-07-43.040.npz	114
nMwyEt9UP4c-00:07:30.800-00:07:37.319	nMwyEt9UP4c	00:07:30.800	00:07:37.319	Researchers surveyed more than 22-hundred people online and on the phone.	6.5190000000000055	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-07-30.800-00-07-37.319.npz	130
nMwyEt9UP4c-00:06:12.639-00:06:18.040	nMwyEt9UP4c	00:06:12.639	00:06:18.040	And fecal matter could carry coronavirus.	5.4010000000000105	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-06-12.639-00-06-18.040.npz	108
nMwyEt9UP4c-00:00:19.440-00:00:20.980	nMwyEt9UP4c	00:00:19.440	00:00:20.980	I'm Crystal Cousineau.	1.5399999999999991	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-00-19.440-00-00-20.980.npz	31
UERj8a5S45k-00:02:51.599-00:02:57.039	UERj8a5S45k	00:02:51.599	00:02:57.039	It was scheduled to take effect November 15.	5.439999999999998	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-02-51.599-00-02-57.039.npz	109
UERj8a5S45k-00:02:29.840-00:02:35.759	UERj8a5S45k	00:02:29.840	00:02:35.759	The power lines themselves continued to deliver electricity, but the sparks set off a fire that spread quickly.	5.919000000000011	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-02-29.840-00-02-35.759.npz	118
UERj8a5S45k-00:01:24.159-00:01:31.680	UERj8a5S45k	00:01:24.159	00:01:31.680	Southern California is under the first ever extreme red flag warnings issued by the National Weather Service.	7.521000000000015	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-01-24.159-00-01-31.680.npz	150
UERj8a5S45k-00:02:57.039-00:03:03.780	UERj8a5S45k	00:02:57.039	00:03:03.780	Many states passed similar bans earlier this year.	6.741000000000014	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-02-57.039-00-03-03.780.npz	135
UERj8a5S45k-00:00:36.159-00:00:43.799	UERj8a5S45k	00:00:36.159	00:00:43.799	On Wednesday morning a new wildfire sprouted up in Simi Valley, California.	7.640000000000001	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-00-36.159-00-00-43.799.npz	153
UERj8a5S45k-00:00:29.120-00:00:32.340	UERj8a5S45k	00:00:29.120	00:00:32.340	Here are your top stories for today.	3.2200000000000024	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-00-29.120-00-00-32.340.npz	64
UERj8a5S45k-00:00:27.600-00:00:29.120	UERj8a5S45k	00:00:27.600	00:00:29.120	I'm Crystal Cousineau.	1.5199999999999996	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-00-27.600-00-00-29.120.npz	30
UERj8a5S45k-00:00:25.600-00:00:27.600	UERj8a5S45k	00:00:25.600	00:00:27.600	Welcome to Sign1News.	2.0	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-00-25.600-00-00-27.600.npz	40
nPFj1dUrZOI-00:07:49.860-00:07:51.240	nPFj1dUrZOI	00:07:49.860	00:07:51.240	Your life.	1.3799999999999957	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nPFj1dUrZOI-00-07-49.860-00-07-51.240.npz	28
nPFj1dUrZOI-00:07:48.500-00:07:49.860	nPFj1dUrZOI	00:07:48.500	00:07:49.860	Sign1News.	1.3600000000000136	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nPFj1dUrZOI-00-07-48.500-00-07-49.860.npz	27
UERj8a5S45k-00:00:53.000-00:00:58.359	UERj8a5S45k	00:00:53.000	00:00:58.359	The fire also forced the evacuation of nearby homes and schools.	5.359000000000002	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-00-53.000-00-00-58.359.npz	107
nMwyEt9UP4c-00:00:21.000-00:00:24.379	nMwyEt9UP4c	00:00:21.000	00:00:24.379	Here are your top stories for today.	3.3790000000000013	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-00-21.000-00-00-24.379.npz	68
nMwyEt9UP4c-00:00:10.240-00:00:12.800	nMwyEt9UP4c	00:00:10.240	00:00:12.800	Hello everyone.	2.5600000000000005	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-00-10.240-00-00-12.800.npz	51
UERj8a5S45k-00:06:50.740-00:06:53.199	UERj8a5S45k	00:06:50.740	00:06:53.199	Your language.	2.459000000000003	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-06-50.740-00-06-53.199.npz	49
UERj8a5S45k-00:06:49.240-00:06:50.740	UERj8a5S45k	00:06:49.240	00:06:50.740	Your life.	1.5	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-06-49.240-00-06-50.740.npz	30
UERj8a5S45k-00:06:47.120-00:06:49.240	UERj8a5S45k	00:06:47.120	00:06:49.240	Sign1News.	2.1200000000000045	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-06-47.120-00-06-49.240.npz	42
UERj8a5S45k-00:06:34.480-00:06:37.579	UERj8a5S45k	00:06:34.480	00:06:37.579	Thank you for watching Sign1News.	3.098999999999989	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-06-34.480-00-06-37.579.npz	62
UERj8a5S45k-00:06:30.399-00:06:33.160	UERj8a5S45k	00:06:30.399	00:06:33.160	And those are your top stories for today.	2.760999999999968	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-06-30.399-00-06-33.160.npz	55
UERj8a5S45k-00:04:55.139-00:04:58.800	UERj8a5S45k	00:04:55.139	00:04:58.800	Witherspoon was married and had two sons.	3.661000000000002	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-04-55.139-00-04-58.800.npz	73
UERj8a5S45k-00:04:20.160-00:04:24.800	UERj8a5S45k	00:04:20.160	00:04:24.800	Witherspoon appeared in a variety of well-known movies and television shows.	4.639999999999986	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-04-20.160-00-04-24.800.npz	93
UERj8a5S45k-00:03:40.500-00:03:47.919	UERj8a5S45k	00:03:40.500	00:03:47.919	Roe v. Wade is the Supreme Court case that made abortion legal in 1973.	7.418999999999983	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\UERj8a5S45k-00-03-40.500-00-03-47.919.npz	148
nMwyEt9UP4c-00:09:46.440-00:09:48.919	nMwyEt9UP4c	00:09:46.440	00:09:48.919	Thank you for watching Sign1News live.	2.478999999999928	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-09-46.440-00-09-48.919.npz	50
nMwyEt9UP4c-00:09:58.759-00:10:00.481	nMwyEt9UP4c	00:09:58.759	00:10:00.481	Sign1News.	1.72199999999998	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\nMwyEt9UP4c-00-09-58.759-00-10-00.481.npz	34
X6tsCeIC4fc-00:09:01.240-00:09:08.659	X6tsCeIC4fc	00:09:01.240	00:09:08.659	And the numbers are not getting any better around the world.	7.418999999999983	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-09-01.240-00-09-08.659.npz	148
X6tsCeIC4fc-00:08:54.659-00:09:01.240	X6tsCeIC4fc	00:08:54.659	00:09:01.240	The number of cases in Arkansas spiked 10%.	6.581000000000017	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-08-54.659-00-09-01.240.npz	132
X6tsCeIC4fc-00:06:21.600-00:06:28.639	X6tsCeIC4fc	00:06:21.600	00:06:28.639	The Category 1 storm is expected to dump about a foot of rain on the areas.	7.038999999999987	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-06-21.600-00-06-28.639.npz	141
X6tsCeIC4fc-00:05:27.535-00:05:34.392	X6tsCeIC4fc	00:05:27.535	00:05:34.392	I grew up in an oral school and had delays in language acquisition and now I see it again in the youth today.	6.856999999999971	23	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-05-27.535-00-05-34.392.npz	137
X6tsCeIC4fc-00:05:25.632-00:05:27.535	X6tsCeIC4fc	00:05:25.632	00:05:27.535	That breaks my heart.	1.90300000000002	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-05-25.632-00-05-27.535.npz	38
X6tsCeIC4fc-00:05:19.295-00:05:25.632	X6tsCeIC4fc	00:05:19.295	00:05:25.632	You don't see a lot of that and there's a bit of a delay in language acquisition.	6.336999999999989	19	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-05-19.295-00-05-25.632.npz	127
X6tsCeIC4fc-00:05:12.408-00:05:19.295	X6tsCeIC4fc	00:05:12.408	00:05:19.295	There are several aides but not teachers, social workers and counselors.	6.8870000000000005	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-05-12.408-00-05-19.295.npz	138
X6tsCeIC4fc-00:13:50.019-00:13:57.700	X6tsCeIC4fc	00:13:50.019	00:13:57.700	Time may be up for TikTok.	7.68100000000004	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-13-50.019-00-13-57.700.npz	154
X6tsCeIC4fc-00:13:07.440-00:13:12.860	X6tsCeIC4fc	00:13:07.440	00:13:12.860	She admits she has learned that is now not the case.	5.419999999999959	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-13-07.440-00-13-12.860.npz	108
X6tsCeIC4fc-00:10:32.740-00:10:39.879	X6tsCeIC4fc	00:10:32.740	00:10:39.879	The court set aside three of Tsarnaev's 30 convictions.	7.13900000000001	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-10-32.740-00-10-39.879.npz	143
X6tsCeIC4fc-00:10:26.399-00:10:32.740	X6tsCeIC4fc	00:10:26.399	00:10:32.740	A federal appeals court made the ruling on Friday.	6.341000000000008	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-10-26.399-00-10-32.740.npz	127
X6tsCeIC4fc-00:10:19.059-00:10:26.399	X6tsCeIC4fc	00:10:19.059	00:10:26.399	Now seven years later Tsarnaev's death sentence has been vacated.	7.340000000000032	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-10-19.059-00-10-26.399.npz	147
X6tsCeIC4fc-00:02:33.329-00:02:38.580	X6tsCeIC4fc	00:02:33.329	00:02:38.580	When coronavirus hit, had we had to cancel the camp.	5.250999999999976	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-33.329-00-02-38.580.npz	105
X6tsCeIC4fc-00:02:30.959-00:02:33.329	X6tsCeIC4fc	00:02:30.959	00:02:33.329	Those are all included in the word 'sol'.	2.3700000000000045	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-30.959-00-02-33.329.npz	47
X6tsCeIC4fc-00:02:17.087-00:02:22.852	X6tsCeIC4fc	00:02:17.087	00:02:22.852	It's a very positive word for our young campers.	5.765000000000015	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-17.087-00-02-22.852.npz	115
X6tsCeIC4fc-00:02:09.460-00:02:17.087	X6tsCeIC4fc	00:02:09.460	00:02:17.087	Sol is the Spanish word for 'sun' which has several meanings.	7.626999999999981	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-09.460-00-02-17.087.npz	153
X6tsCeIC4fc-00:01:48.359-00:01:54.700	X6tsCeIC4fc	00:01:48.359	00:01:54.700	Be sure to watch the story to the end.	6.340999999999994	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-01-48.359-00-01-54.700.npz	127
X6tsCeIC4fc-00:00:16.420-00:00:18.120	X6tsCeIC4fc	00:00:16.420	00:00:18.120	I'm Crystal Cousineau.	1.6999999999999993	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-00-16.420-00-00-18.120.npz	34
X6tsCeIC4fc-00:00:11.480-00:00:16.359	X6tsCeIC4fc	00:00:11.480	00:00:16.359	Welcome to Sign1News live.	4.879000000000001	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-00-11.480-00-00-16.359.npz	98
X6tsCeIC4fc-00:00:09.599-00:00:11.480	X6tsCeIC4fc	00:00:09.599	00:00:11.480	Hello everyone.	1.881	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-00-09.599-00-00-11.480.npz	38
X6tsCeIC4fc-00:02:51.706-00:02:54.927	X6tsCeIC4fc	00:02:51.706	00:02:54.927	After back-and-forth discussions we canceled the camp.	3.220999999999975	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-51.706-00-02-54.927.npz	64
X6tsCeIC4fc-00:02:55.990-00:02:58.719	X6tsCeIC4fc	00:02:55.990	00:02:58.719	But we didn't give up.	2.728999999999985	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-02-55.990-00-02-58.719.npz	55
X6tsCeIC4fc-00:04:34.728-00:04:38.834	X6tsCeIC4fc	00:04:34.728	00:04:38.834	There's one last thing I want to add however.	4.1059999999999945	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-04-34.728-00-04-38.834.npz	82
X6tsCeIC4fc-00:04:31.240-00:04:34.728	X6tsCeIC4fc	00:04:31.240	00:04:34.728	And soon the schedule will be complete.	3.4879999999999995	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-04-31.240-00-04-34.728.npz	70
X6tsCeIC4fc-00:04:24.754-00:04:29.879	X6tsCeIC4fc	00:04:24.754	00:04:29.879	We've already brought in almost 25 presenters.	5.125	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-04-24.754-00-04-29.879.npz	102
X6tsCeIC4fc-00:04:02.461-00:04:10.318	X6tsCeIC4fc	00:04:02.461	00:04:10.318	Right now most kids are at home during the month of August anyway before school starts in August.	7.856999999999999	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-04-02.461-00-04-10.318.npz	157
X6tsCeIC4fc-00:03:57.302-00:04:02.461	X6tsCeIC4fc	00:03:57.302	00:04:02.461	I'm sure people saw me on Facebook vlogging about the camp.	5.15900000000002	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-03-57.302-00-04-02.461.npz	103
X6tsCeIC4fc-00:03:36.670-00:03:40.824	X6tsCeIC4fc	00:03:36.670	00:03:40.824	If it was just in the state of New Jersey, it would be a small number.	4.153999999999996	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-03-36.670-00-03-40.824.npz	83
X6tsCeIC4fc-00:03:29.782-00:03:36.670	X6tsCeIC4fc	00:03:29.782	00:03:36.670	Initially it was only offered in New Jersey but since camp open three years ago, it is now open to everyone in the US.	6.888000000000005	24	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\X6tsCeIC4fc-00-03-29.782-00-03-36.670.npz	138
